Ticker,Type,Période_détail,Période,en XOF,Chiffre d'Affaires,Résultat d'Exploitation,Résultat Financier,Résultat des activités ordinaires,Résultat Hors Activités Ordinaires,Résultat Net,Total Bilan,,Produit net bancaire,Résultat Brut d'Exploitation,Coût du risque,Créances sur la clientèle,Dettes à l'égard de la clientèle,Résultat avant impôts,EBITDAal
ORAC,Annuel,An,2024,* Données annuelles en millions de XOF,1084100,263200,-20500,242700,,158200,2309100,,,,,,,,390300
ORAC,Annuel,An,2023,* Données annuelles en millions de XOF,1016532,257960,-19326,238600,,154890,2074719,,,,,,,,377900
ORAC,Annuel,An,2022,* Données annuelles en millions de XOF,965025,260834,-11088,-,,153485,2017757,,,,,,,,-
ORAC,Annuel,An,2021,* Données annuelles en millions de XOF,965042,245539,10899,-,,155835,1755021,,,,,,,,-
ORAC,Annuel,An,2020,* Données annuelles en millions de XOF,871393,205979,13892,-,,122208,1617427,,,,,,,,-
ORAC,Annuel,An,2019,* Données annuelles en millions de XOF,784054,168453,-18014,-,,106842,1531750,,,,,,,,-
ORAC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,527200,132000,-5800,126200,,75900,,,,,,,,,185200
ORAC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,498700,100300,-9300,91100,,55900,,,,,,,,,171500
ORAC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,480100,131800,-3900,127900,,83700,,,,,,,,,179900
ORAC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,466000,105000,-,-,,68000,,,,,,,,,164000
ORAC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,283600,,,,,38600,,,,,,,,,98700
ORAC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,261100,,,,,37900,,,,,,,,,93000
ORAC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,246200,,,,,33000,,,,,,,,,84700
ORAC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,237000,,,,,28000,,,,,,,,,83000
ORAC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,796900,,,,,118600,,,,,,,,,283100
ORAC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,753200,,,,,86000,,,,,,,,,259100
ORAC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,714800,,,,,106600,,,,,,,,,262200
ORAC,Autres,T1,2025,* Données trimestrielles en millions de XOF,283600,,,,,38600,,,,,,,,,
ORGT,Annuel,An,2024,* Données annuelles en millions de XOF,,-44764,,,,-44363,3961395,,195436,24292,-69056,1659654,2933724,,
ORGT,Annuel,An,2023,* Données annuelles en millions de XOF,,-32255,,,,-18186,4236478,,215280,63976,-96231,2038505,3089493,,
ORGT,Annuel,An,2022,* Données annuelles en millions de XOF,,24928,,,,19199,4732757,,222431,84718,-59790,2282738,3176961,,
ORGT,Annuel,An,2021,* Données annuelles en millions de XOF,,27131,,,,19798,4058135,,187315,69691,-42560,1946894,2583896,,
ORGT,Annuel,An,2020,* Données annuelles en millions de XOF,,15276,,,,9440,3268244,,155395,54831,-39555,1584872,2124048,,
ORGT,Annuel,An,2019,* Données annuelles en millions de XOF,,23790,,,,18327,2634338,,146852,46495,-22705,1366206,1822532,,
ORGT,Annuel,An,2018,* Données annuelles en millions de XOF,,17265,,,,12491,2159904,,126918,35314,-18050,1207037,1462305,,
ORGT,Annuel,An,2017,* Données annuelles en millions de XOF,,27391,,,,21972,1794196,,107998,32130,-4739,1084972,1178702,,
ORGT,Annuel,An,2016,* Données annuelles en millions de XOF,,27834,,,,15150,1637498,,102228,33294,-8274,981257,1059856,,
ORGT,Annuel,An,2015,* Données annuelles en millions de XOF,,12990,,,,7972,1492922,,94213,30036,-17046,905249,952397,,
ORGT,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,-13855,,,100493,11426,-23777,1825538,3002573,-11690,
ORGT,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,-33479,,,106287,32921,-66190,2152497,3114283,-32507,
ORGT,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,14470,,,100354,35755,-17946,2076366,2764548,18057,
ORGT,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,9597,,,85827,31630,-17668,1686031,2455561,13997,
ORGT,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,1409,,,70582,21715,-14503,1415440,1893903,7267,
ORGT,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,2782,,,68956,23425,-21874,1290188,1565629,154,
ORGT,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,7003,,,62563,18875,-7508,1098881,1346621,11387,
ORGT,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,4797,,,51125,,,1622538,2923487,5787,
ORGT,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,-3012,,,52074,,,1970163,3123006,-1724,
ORGT,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,-3965,,,58287,,,2278911,3155437,-2301,
ORGT,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,5888,,,52778,,,2026283,2687671,7654,
ORGT,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,2664,,,43505,,,1675274,2260705,3752,
ORGT,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,643,,,37407,,,1527047,1814613,1774,
ORGT,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,4036,,,36849,,,1413446,1501396,5602,
ORGT,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,-13247,,,158997,,,1681633,3006867,-9875,
ORGT,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,-27379,,,171620,,,2151329,3118427,-24140,
ORGT,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,14761,,,166064,,,2237329,2784240,19234,
ORGT,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,14646,,,141729,,,1824806,2456403,18857,
ORGT,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,5093,,,118989,,,1463971,1984220,8428,
ORGT,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,9094,,,114910,,,1320168,1603721,14819,
ORGT,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,,,,,2615,,,100276,,,1145515,1332064,6867,
ORGT,Autres,T1,2025,* Données trimestrielles en millions de XOF,,,,,,4797,,,51125,,,,,5787,
PALC,Annuel,An,2024,* Données annuelles en XOF,172182502000,19393765000,2530871000,21924637000,194706000,15861643000,202603319000,,,,,,,,
PALC,Annuel,An,2023,* Données annuelles en XOF,206244391000,28502239000,379199000,28881438000,-552686000,19351846000,205938435000,,,,,,,,
PALC,Annuel,An,2022,* Données annuelles en XOF,232712921927,56649930999,-66946116,55980469839,-109151500,41693172115,211882054214,,,,,,,,
PALC,Annuel,An,2021,* Données annuelles en XOF,195659428255,56689991420,-1656203141,55033788279,-724730462,42473119895,167045712552,,,,,,,,
PALC,Annuel,An,2020,* Données annuelles en XOF,119759702243,5512352378,-1934692224,3577660154,-17909060,3521647345,138598826714,,,,,,,,
PALC,Annuel,An,2019,* Données annuelles en XOF,104587934779,-3978947043,-1580792577,-5559739620,32318813,-5562420807,126600342382,,,,,,,,
PALC,Annuel,An,2018,* Données annuelles en XOF,100793109046,-11605542144,-985859392,-12591401536,13475241,-12612926295,117298825226,,,,,,,,
PALC,Annuel,An,2017,* Données annuelles en XOF,134796451918,12469842966,-1077082081,11392760885,-36303313,8707734117,127545989450,,,,,,,,
PALC,Annuel,An,2016,* Données annuelles en XOF,115125992327,7411484822,-2179589845,5231894977,41007898,4132788998,131814168746,,,,,,,,
PALC,Annuel,An,2015,* Données annuelles en XOF,116473209881,2487649483,-2997158689,-509509206,235270117,-482713689,148027616008,,,,,,,,
PALC,Semestriel,S1,1ersemestre2024,* Données semestrielles en milliers de XOF,107450669,23030810,-725588,22305222,-,16692591,,,,,,,,,
PALC,Semestriel,S1,1ersemestre2023,* Données semestrielles en milliers de XOF,134797910,31447833,-199160,31248673,-,23030820,,,,,,,,,
PALC,Semestriel,S1,1ersemestre2022,* Données semestrielles en milliers de XOF,149201866,55727625,-399687,55327938,-,41393818,,,,,,,,,
PALC,Semestriel,S1,1ersemestre2021,* Données semestrielles en milliers de XOF,110064498,40643565,-1108490,39535075,-,31372570,,,,,,,,,
PALC,Semestriel,S1,1ersemestre2020,* Données semestrielles en milliers de XOF,75980472,11561571,-950350,10611221,-,10610475,,,,,,,,,
PALC,Semestriel,S1,1ersemestre2019,* Données semestrielles en milliers de XOF,66497628,9760195,-698092,9062103,-,9077333,,,,,,,,,
PALC,Semestriel,S1,1ersemestre2017,* Données semestrielles en milliers de XOF,91331383,22509399,-766055,-,-34342,16281751,,,,,,,,,
PALC,Semestriel,S1,1ersemestre2016,* Données semestrielles en milliers de XOF,71472232,11172384,-1282843,-,0,8382763,,,,,,,,,
PALC,Semestriel,S2,2èmesemestre2019,* Données semestrielles en milliers de XOF,104587935,-3978947,-1580793,-5559740,-,-5562421,,,,,,,,,
PALC,Semestriel,S2,2èmesemestre2018,* Données semestrielles en milliers de XOF,100793109,-11605542,-985859,-12591402,-,-12612926,,,,,,,,,
PALC,Semestriel,S2,2èmesemestre2017,* Données semestrielles en milliers de XOF,134796452,12460936,-1068175,11392761,-,8707734,,,,,,,,,
PALC,Semestriel,S2,2èmesemestre2016,* Données semestrielles en milliers de XOF,115125992,7411485,-2179590,-,41008,4132789,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en milliers de XOF,67519358,-,-,15417398,-,11562398,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en milliers de XOF,51001068,-,-,9278581,-,6986441,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en milliers de XOF,64339996,-,-,12553062,-,9416352,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en milliers de XOF,71426626,-,-,24743673,-,18565357,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en milliers de XOF,49929701,-,-,14883420,-,12134025,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en milliers de XOF,40949025,-,-,6840742,-,6848746,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en milliers de XOF,31270898,-,-,4456596,-,2809453,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en milliers de XOF,34502808,-,-,1704771,-,1123565,,,,,,,,,
PALC,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en milliers de XOF,30431013,3447063,-640761,-,0,2116909,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en milliers de XOF,143468442,-,-,21590467,-,16156388,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en milliers de XOF,172795053,-,-,30210881,-,22252800,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en milliers de XOF,189320122,-,-,55346645,-,41419739,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en milliers de XOF,152647849,-,-,46171232,-,36390491,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en milliers de XOF,95687852,-,-,7138215,-,7136283,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en milliers de XOF,85860778,-,-,4425074,-,4431555,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en milliers de XOF,82535501,-,-,-3143488,-,-3166607,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en milliers de XOF,115082390,20905798,-959087,19946711,-36303,14932806,,,,,,,,,
PALC,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en milliers de XOF,97128459,10781490,-1888624,-,0,7556664,,,,,,,,,
PALC,Autres,T1,2025,* Données trimestrielles en milliers de XOF,67519358,,,15417398,,11562398,,,,,,,,,
PRSC,Annuel,An,2024,* Données annuelles en milliers de XOF,74676306,1775583,-414747,1360837,1861055,2346712,45185940,,,,,,,,
PRSC,Annuel,An,2023,* Données annuelles en milliers de XOF,77878846,3253377,-262400,2990977,9458,2084428,51245507,,,,,,,,
PRSC,Annuel,An,2022,* Données annuelles en milliers de XOF,70092375,5248854,-245045,5003809,26189,3644247,52168892,,,,,,,,
PRSC,Annuel,An,2021,* Données annuelles en milliers de XOF,65019456,4888777,-325040,4563737,21863,3067383,36448051,,,,,,,,
PRSC,Annuel,An,2020,* Données annuelles en milliers de XOF,51108000,2930000,-473000,2457000,57000,1863000,31274000,,,,,,,,
PRSC,Annuel,An,2019,* Données annuelles en milliers de XOF,54776000,2807000,-315000,2493000,23000,1807000,35607000,,,,,,,,
PRSC,Annuel,An,2018,* Données annuelles en milliers de XOF,51556000,3038000,-343000,2695000,95000,2012751,36767591,,,,,,,,
PRSC,Annuel,An,2017,* Données annuelles en milliers de XOF,51186628,1561676,-492467,1069209,159928,682661,35717569,,,,,,,,
PRSC,Annuel,An,2016,* Données annuelles en milliers de XOF,55652275,3081699,-545108,2536591,215283,2016938,33564901,,,,,,,,
PRSC,Annuel,An,2015,* Données annuelles en milliers de XOF,55789241,4209188,-662286,3546902,254154,2781913,31767185,,,,,,,,
PRSC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,34723,252,-200,51,36,51,,,,,,,,-,
PRSC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,37254,1544,-75,1469,9,1046,,,,,,,,-,
PRSC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,36300,3315,-124,3191,21,2347,,,,,,,,-,
PRSC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,28879,2086,-213,1873,14,1358,,,,,,,,-,
PRSC,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,23821,935,-245,690,21,478,,,,,,,,-,
PRSC,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,26623,1285,-105,1180,16,850,,,,,,,,-,
PRSC,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,23187,1360,-179,1181,52,861,,,,,,,,-,
PRSC,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,25133,-,-,-,-,-,,,,,,,,744,
PRSC,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,28083,-,-,-,-,-,,,,,,,,1638,
PRSC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en XOF,18344124120,,,117795218,,81026629,,,,,,,,,
PRSC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en XOF,21228088687,,,1179967116,,848248019,,,,,,,,,
PRSC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en XOF,17076391814,,,1738674565,,1260233395,,,,,,,,,
PRSC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en XOF,14827947796,,,961906452,,707172036,,,,,,,,,
PRSC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en XOF,13926530854,,,591253706,,408814404,,,,,,,,,
PRSC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en XOF,13258078226,,,598251417,,409443083,,,,,,,,,
PRSC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en XOF,55937281969,,,1890353577,,1304757980,,,,,,,,,
PRSC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en XOF,51843203879,,,3939525787,,2879641263,,,,,,,,,
PRSC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en XOF,48000714063,,,3805442929,,2791861250,,,,,,,,,
PRSC,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en XOF,37009672738,,,1491321536,,1082208302,,,,,,,,,
PRSC,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en XOF,40463741915,,,1531154957,,1100605907,,,,,,,,,
SAFC,Annuel,An,2024,* Données annuelles en millions de XOF,,-75,,,,-165,74195,,3980,258,-333,52969,7821,,
SAFC,Annuel,An,2023,* Données annuelles en millions de XOF,,-422,,,,-579,70073,,3479,25,-447,50415,7947,,
SAFC,Annuel,An,2022,* Données annuelles en millions de XOF,,-,,,,-235,67022,,3479,-,-102,47266,7256,,
SAFC,Annuel,An,2021,* Données annuelles en millions de XOF,,-550,,,,-603,64690,,3567,135,-685,45041,6345,,
SAFC,Annuel,An,2020,* Données annuelles en millions de XOF,,-1403,,,,-1640,66533,,3414,-268,1135,45046,6114,,
SAFC,Annuel,An,2019,* Données annuelles en millions de XOF,,-86,,,,-211,63371,,3573,106,192,48889,7202,,
SAFC,Annuel,An,2018,* Données annuelles en millions de XOF,,148,,,,67,62861,,4889,408,259,48384,6886,,
SAFC,Annuel,An,2017,* Données annuelles en millions de XOF,,-2858,,,,-2932,71744,,4267,200,3058,51769,4526,,
SAFC,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,-452,68038,,4470,-,-,-,-,,
SAFC,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,71,65144,,5219,-,-,-,-,,
SAFC,Semestriel,S1,1ersemestre2025,* Données semestrielles en millions de XOF,,,-,,,226,80399,,2092,-,-43,56838,8051,-,
SAFC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,-,,,-37,68618,,1741,-,-57,50648,8076,-,
SAFC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,-,,,-64,65964,,1650,-,-24,-,-,-,
SAFC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,-,,,-218,-,,1527,-,-131,-,-,-,
SAFC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,-,,,-631,-,,1803,-,-426,-,-,-,
SAFC,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,-,,,-402,-,,2030,130,-418,-,-,-402,
SAFC,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,-,,,-211,-,,2012,226,-415,-,-,-220,
SAFC,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,521,,,-,-,,2646,656,-72,-,-,521,
SAFC,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,-1133,,,-1344,-,,2724,690,-1786,-,-,-1004,
SAFC,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,,369,,,-118,-,,2670,859,-401,-,-,13,
SAFC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,13,73586,,1080,,-89,51337,5978,,
SAFC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,-407,72390,,805,,-228,52969,7821,,
SAFC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,-228,65044,,613,,56,45137,7071,,
SAFC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,-273,76265,,697,,-134,44923,6676,,
SAFC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,-444,67509,,536,,-84,45041,6345,,
SAFC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,-584,64455,,852,,-431,46555,7358,,
SAFC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,-579,63369,,880,,-575,48889,7202,,
SAFC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,-351,,,2424,,-111,,,,
SAFC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,-152,,,2383,,21,,,,
SAFC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,-887,,,2244,,-594,,,,
SAFC,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,-1093,,,2332,,-490,,,,
SAFC,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,-992,,,2383,,-777,,,,
SAFC,Trimestriel,T4,4èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,-165,74195,,3980,,-333,52969,7821,,
SAFC,Trimestriel,T4,4èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,-579,70073,,3479,,-447,50415,7947,,
SAFC,Trimestriel,T4,4èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,-235,67022,,3479,,-102,47266,7256,,
SAFC,Trimestriel,T4,4èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,-603,64690,,3567,,-685,45041,6345,,
SAFC,Trimestriel,T4,4èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,-1640,66533,,3414,,-1135,45046,6114,,
SAFC,Trimestriel,T4,4èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,-211,63371,,3574,,-192,48889,7202,,
SAFC,Autres,T1,2025,* Données trimestrielles en millions de XOF,,,,,,13,,,1080,,-89,,,,
SAFC,Autres,S1,2025,* Données trimestrielles en millions de XOF,,,,,,226,,,2092,,-43,,,,
SCRC,Annuel,An,2024,* Données annuelles en millions de XOF,87219,8076,-4666,3410,-776,2591,123092,,,,,,,,
SCRC,Annuel,An,2023,* Données annuelles en millions de XOF,68135,-4912,-4371,-9282,-967,-10324,115465,,,,,,,,
SCRC,Annuel,An,2022,* Données annuelles en millions de XOF,68635,-4861,-3546,-8407,-314,-8756,124042,,,,,,,,
SCRC,Annuel,An,2021,* Données annuelles en millions de XOF,62497,-2715,-3397,-6113,-425,-6573,107247,,,,,,,,
SCRC,Annuel,An,2020,* Données annuelles en millions de XOF,63333,4404,-1874,2530,-455,1788,94560,,,,,,,,
SCRC,Annuel,An,2019,* Données annuelles en millions de XOF,56656,-1134,-1663,-2997,-2342,-5339,92298,,,,,,,,
SCRC,Annuel,An,2018,* Données annuelles en millions de XOF,56187,1508,-2005,-497,391,-301,93617,,,,,,,,
SCRC,Annuel,An,2017,* Données annuelles en millions de XOF,56162,3833,-1489,2344,1371,3147,91140,,,,,,,,
SCRC,Annuel,An,2016,* Données annuelles en millions de XOF,52799,6471,-1494,4977,-74,4269,79787,,,,,,,,
SCRC,Annuel,An,2015,* Données annuelles en millions de XOF,47728,8442,-1607,6835,-84,5867,74490,,,,,,,,
SCRC,Semestriel,S1,1ersemestre2024,* Données semestrielles en XOF,45147420384,4287278203,-2328368207,1958909996,,1263847895,,,,,,,,,
SCRC,Semestriel,S1,1ersemestre2023,* Données semestrielles en XOF,41304548712,-4972694221,-2416256877,-7388951098,,-8159358060,,,,,,,,,
SCRC,Semestriel,S1,1ersemestre2022,* Données semestrielles en XOF,37705501724,-561200016,-1691852283,-2253052299,,-2437568930,,,,,,,,,
SCRC,Semestriel,S1,1ersemestre2021,* Données semestrielles en XOF,31672246264,4257255255,-1126694746,3130560509,,2770763052,,,,,,,,,
SCRC,Semestriel,S1,1ersemestre2020,* Données semestrielles en XOF,34479059279,4448688409,-1071061467,3377626942,,2820366723,,,,,,,,,
SCRC,Semestriel,S1,1ersemestre2019,* Données semestrielles en XOF,33007128465,-605273464,-1061459764,-1666733228,,-3573901281,,,,,,,,,
SCRC,Semestriel,S1,1ersemestre2017,* Données semestrielles en XOF,32281082749,3121363835,-680495186,2440868649,,2622118825,,,,,,,,,
SCRC,Semestriel,S1,1ersemestre2016,* Données semestrielles en XOF,31236416931,7881969928,-541064969,7340904959,,5415725822,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en XOF,25085603720,4530010449,-1238314274,3291696175,,3207625825,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en XOF,28842209966,6162414933,-1389170320,4773244613,,4686929801,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en XOF,24618058432,-,-,2732557430,,2601450050,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en XOF,20959899142,-,-,6157667385,,6069920078,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en XOF,16782571568,-,-,4990388130,,4753038293,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en XOF,16532044296,-,-,4979200632,,3522664245,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en XOF,16118041661,-,-,3929837700,,2856118074,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en XOF,14617349949,-,-,4599514459,,3427634396,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en XOF,15221717620,-,-,5658937821,,4223767358,,,,,,,,,
SCRC,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en XOF,15353000000,-,-,-,,5068000000,,,,,,,,,
SCRC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en XOF,59805461590,-1077767863,-3410417841,-4488185704,,-5191997803,,,,,,,,,
SCRC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en XOF,53972184618,-9682287775,-3569059301,-13251347076,,-14046142368,,,,,,,,,
SCRC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en XOF,50552361030,-5359944121,-2548533134,-7908477255,,-8210121702,,,,,,,,,
SCRC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en XOF,44961244276,510253350,-1946111457,-1435858107,,-1846960146,,,,,,,,,
SCRC,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en XOF,48400326575,1081439998,-1544807990,-463367992,,-931027588,,,,,,,,,
SCRC,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en XOF,42160647160,-4286497163,-1507420589,-5793917752,,-7705580243,,,,,,,,,
SCRC,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en XOF,40392828360,-,-,-2547855462,,-1530885773,,,,,,,,,
SCRC,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en XOF,40376683314,-,-,3591060375,,2683329253,,,,,,,,,
SCRC,Trimestriel,T4,4èmetrimestre2024,* Données trimestrielles en XOF,87219126842,8076140771,-4665891214,3410249557,,2590611302,,,,,,,,,
SCRC,Trimestriel,T4,4èmetrimestre2023,* Données trimestrielles en XOF,68134693800,-4911844712,-4370608861,-9282453573,,-10324162375,,,,,,,,,
SCRC,Trimestriel,T4,4èmetrimestre2017,* Données trimestrielles en XOF,56161506868,-,-,2781170383,,3516894927,,,,,,,,,
SCRC,Trimestriel,T4,4èmetrimestre2016,* Données trimestrielles en XOF,52799255080,-,-,4977309708,,4268913564,,,,,,,,,
SCRC,Autres,T1,2025,* Données trimestrielles en XOF,25085603720,4530010449,,3291696175,,3207625825,,,,,,,,,
SDCC,Annuel,An,2024,* Données annuelles en milliers de XOF,172235053,6770541,-550258,6220284,-290855,3560488,432406017,,,,,,,,
SDCC,Annuel,An,2023,* Données annuelles en milliers de XOF,175458474,9389199,-111003,9278196,-477974,4903679,381717984,,,,,,,,
SDCC,Annuel,An,2022,* Données annuelles en milliers de XOF,160671009,8148301,-100272,8048029,-644372,4805517,353554454,,,,,,,,
