Ticker,Type,Période_détail,Période,en XOF,Chiffre d'Affaires,Résultat d'Exploitation,Résultat Financier,Résultat des activités ordinaires,Résultat Hors Activités Ordinaires,Résultat Net,Total Bilan,,Produit net bancaire,Résultat Brut d'Exploitation,Coût du risque,Créances sur la clientèle,Dettes à l'égard de la clientèle,Résultat avant impôts,EBITDAal
ABJC,Annuel,An,2024,* Données annuelles en XOF,12466921255,2100227044,17941052,2118168096,-4503390,1519221935,9080240464,,,,,,,,
ABJC,Annuel,An,2023,* Données annuelles en XOF,11254100343,1966557179,20784329,1887341508,-,1335324958,12116077537,,,,,,,,
ABJC,Annuel,An,2022,* Données annuelles en XOF,10804244269,1870413228,107028516,1977441744,-,1268616196,10181992141,,,,,,,,
ABJC,Annuel,An,2021,* Données annuelles en XOF,8377372850,904931750,83211617,988143367,209746,953353113,7929825517,,,,,,,,
ABJC,Annuel,An,2020,* Données annuelles en XOF,5707724950,-1036799412,79295673,-957503739,2542374,-985334838,6541501558,,,,,,,,
ABJC,Annuel,An,2019,* Données annuelles en XOF,12195637944,1995167508,26867926,2022035534,7174019,1532787784,8083601728,,,,,,,,
ABJC,Annuel,An,2018,* Données annuelles en XOF,12217280182,2012163156,13072636,2025235792,-1297667,1509605657,8651487602,,,,,,,,
ABJC,Annuel,An,2017,* Données annuelles en XOF,13367430980,910336320,-95176717,815159603,722007391,992622642,9576510834,,,,,,,,
ABJC,Annuel,An,2016,* Données annuelles en XOF,12069724684,1551890657,-100511572,1451379085,271901,1047333230,8590820550,,,,,,,,
ABJC,Annuel,An,2015,* Données annuelles en XOF,10798118386,2180387359,-41172815,2139214544,1372837,1582327569,8415117319,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2024,* Données semestrielles en milliers de XOF,5992,944846,4988,949834,-4503,708998,,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2023,* Données semestrielles en milliers de XOF,5475013,931328,11671,942999,0,707249,,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2022,* Données semestrielles en milliers de XOF,4842727,982049,52531,1034581,-,779721,,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2021,* Données semestrielles en milliers de XOF,3554427,175965,41869,217834,-,163376,,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2020,* Données semestrielles en milliers de XOF,2869634,-505044,39305,-465739,-,-480087,,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2019,* Données semestrielles en milliers de XOF,5985253,1042584,12621,1055205,-,797730,,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2018,* Données semestrielles en milliers de XOF,5536146,799452,-39072,760380,-,571843,,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2017,* Données semestrielles en milliers de XOF,6505009,766052,-46168,719884,-,540034,,,,,,,,,
ABJC,Semestriel,S1,1ersemestre2016,* Données semestrielles en milliers de XOF,5736130,738831,-56375,682456,-,513565,,,,,,,,,
ABJC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en milliers de XOF,3175808,,,451418,,345949,,,,,,,,,
ABJC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en milliers de XOF,3078618,,,484925,,371355,,,,,,,,,
ABJC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en milliers de XOF,2686955,,,368505,,293221,,,,,,,,,
ABJC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en milliers de XOF,2312139,,,472178,,354300,,,,,,,,,
ABJC,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en milliers de XOF,3274372,,,459205,,319794,,,,,,,,,
ABJC,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en milliers de XOF,2817913,,,357599,,242008,,,,,,,,,
ABJC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en milliers de XOF,9265350,,,1515648,,1130926,,,,,,,,,
ABJC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en milliers de XOF,8423103,,,1517613,,1182024,,,,,,,,,
ABJC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en milliers de XOF,7811642,,,1677939,,1258015,,,,,,,,,
ABJC,Autres,T1,2025,* Données trimestrielles en milliers de XOF,3175808,,,451418,,345949,,,,,,,,,
BICB,Annuel,An,2024,* Données annuelles en millions de XOF,,32660,,,,30341,1520447,,45207,30250,-2411,856095,926089,,
BICB,Annuel,An,2023,* Données annuelles en millions de XOF,,28024,,,,27270,1340710,,39196,27438,586,688120,875409,,
BICB,Annuel,An,2022,* Données annuelles en millions de XOF,,11100,,,,10705,1000782,,24209,14344,-3244,410760,671820,,
BICB,Annuel,An,2021,* Données annuelles en millions de XOF,,5919,,,,5776,627594,,14898,7414,-1495,143368,357723,,
BICB,Annuel,An,2020,* Données annuelles en millions de XOF,,1200,,,,1200,264100,,7000,400,800,81600,165900,,
BICB,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,11224,,,,10784,1403787,,20084,12720,-1495,737469,889307,,
BICB,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,11136,,,,10806,1156990,,16991,10786,350,506839,679332,,
BICC,Annuel,An,2024,* Données annuelles en millions de XOF,,28768,,,,26226,1015578,,68063,30077,-1309,564928,819426,,
BICC,Annuel,An,2023,* Données annuelles en millions de XOF,,15540,,,,16694,920563,,55506,16814,-1274,489193,778277,,
BICC,Annuel,An,2022,* Données annuelles en millions de XOF,,14004,,,,12391,926252,,47275,14809,-805,478323,805335,,
BICC,Annuel,An,2021,* Données annuelles en millions de XOF,,11036,,,,9603,847724,,44167,13363,-2327,424284,737120,,
BICC,Annuel,An,2020,* Données annuelles en millions de XOF,,4664,,,,4672,831386,,45315,10190,5526,481680,715561,,
BICC,Annuel,An,2019,* Données annuelles en millions de XOF,,-3612,,,,-3612,748861,,45937,13880,-17492,442032,631614,,
BICC,Annuel,An,2018,* Données annuelles en millions de XOF,,11738,,,,9793,677786,,48787,16424,-4685,494499,572497,,
BICC,Annuel,An,2017,* Données annuelles en millions de XOF,,8450,,,,9287,647647,,48767,18748,-9972,440533,549423,,
BICC,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,12047,643083,,42323,17466,-,439441,513656,,
BICC,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,9202,594718,,38328,12794,-,369896,517428,,
BICC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,11405,,,31852,13159,-453,507396,716745,12709,
BICC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,7226,,,25813,8029,208,474557,784329,8274,
BICC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,6105,,,23146,7611,-464,432535,656639,7147,
BICC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,4413,,,20949,6170,-964,418627,715136,5206,
BICC,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,4715,,,23380,7297,-1587,465304,706894,5710,
BICC,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,704,,,23027,6057,-5182,483902,648500,875,
BICC,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,4220,,,24257,6867,-1861,482902,561902,5008,
BICC,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,,,,5994,,,22376,8296,-323,-,-,7492,
BICC,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,,,,,5842,,,20884,7523,-67,-,-,7303,
BICC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,8011,,,18130,,,547784,870535,9266,
BICC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,6512,,,16591,,,488237,750568,7514,
BICC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,1892,,,12004,,,463969,813571,1995,
BICC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,2529,,,10957,,,436711,667295,2733,
BICC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,2126,,,10544,,,457885,736951,2623,
BICC,Trimestriel,T2,2èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,3576,,,12189,,,432556,656639,4414,
BICC,Trimestriel,T2,2èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,2287,,,10404,,,418627,715136,2583,
BICC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,18172,,,49942,-,-,546747,745524,20571,
BICC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,12061,,,40690,-,-,469248,680838,13540,
BICC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,9742,,,35027,-,-,446478,777936,11254,
BICC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,3168,,,11763,-,-,436311,688453,3832,
BICC,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,6841,,,33253,11090,-3062,471992,706921,8028,
BICC,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,,,,,8712,,,33886,12744,-,-,-,10889,
BICC,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en millions de XOF,,,,,,8416,,,31179,11467,-,-,-,10520,
BICC,Trimestriel,T4,4èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,2551,,,11455,,,424989,734922,2702,
BICC,Trimestriel,T4,4èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,-2168,,,10453,,,481680,711875,-3320,
BICC,Autres,T1,2025,* Données trimestrielles en millions de XOF,,,,,,8011,,,18130,,,,,9266,
BNBC,Annuel,An,2024,* Données annuelles en milliers de XOF,45312422,1193258,-1276932,-83674,8521,7313,50176046,,,,,,,,
BNBC,Annuel,An,2023,* Données annuelles en milliers de XOF,45955470,1571000,-703000,868000,5000,35581,53173000,,,,,,,,
BNBC,Annuel,An,2022,* Données annuelles en milliers de XOF,51384000,3017000,-574000,2443000,12000,1809000,54652000,,,,,,,,
BNBC,Annuel,An,2021,* Données annuelles en milliers de XOF,44428368,2656681,-470970,2185712,8959,1598214,45958748,,,,,,,,
BNBC,Annuel,An,2020,* Données annuelles en milliers de XOF,39472000,1604000,-573000,1031000,9000,668000,42827000,,,,,,,,
BNBC,Annuel,An,2019,* Données annuelles en milliers de XOF,41285545,944286,-749364,194923,6348,423125,45293541,,,,,,,,
BNBC,Annuel,An,2018,* Données annuelles en milliers de XOF,44349634,2528676,-666691,1861985,19341,1650101,48170096,,,,,,,,
BNBC,Annuel,An,2017,* Données annuelles en milliers de XOF,41351033,3419661,-441431,2978230,-251656,2101853,39880242,,,,,,,,
BNBC,Annuel,An,2016,* Données annuelles en milliers de XOF,44600727,3723202,-490845,3222357,-43923,2393412,37704140,,,,,,,,
BNBC,Annuel,An,2015,* Données annuelles en milliers de XOF,44696928,3511022,-456531,3054491,190195,2343210,38685920,,,,,,,,
BNBC,Semestriel,S1,1ersemestre2024,* Données semestrielles en milliers de XOF,21051823,400009,-605311,-205301,-,-85843,,,,,,,,-203310,
BNBC,Semestriel,S1,1ersemestre2023,* Données semestrielles en milliers de XOF,23343111,605154,-229534,375619,-,295671,,,,,,,,375552,
BNBC,Semestriel,S1,1ersemestre2022,* Données semestrielles en milliers de XOF,25470395,1876429,-243843,1632586,-,1230606,,,,,,,,1682472,
BNBC,Semestriel,S1,1ersemestre2021,* Données semestrielles en milliers de XOF,23087630,1482260,-264650,1217600,-,931140,,,,,,,,1241530,
BNBC,Semestriel,S1,1ersemestre2020,* Données semestrielles en milliers de XOF,19005530,846780,-329290,517490,-,389550,,,,,,,,519400,
BNBC,Semestriel,S1,1ersemestre2019,* Données semestrielles en milliers de XOF,21708014,967391,-327515,-,-1529,528910,,,,,,,,638346,
BNBC,Semestriel,S1,1ersemestre2018,* Données semestrielles en milliers de XOF,21917361,1379935,-330503,-,8685,-,,,,,,,,1058117,
BNBC,Semestriel,S1,1ersemestre2017,* Données semestrielles en milliers de XOF,20155263,1313543,-214446,-,6574,-,,,,,,,,1105671,
BNBC,Semestriel,S1,1ersemestre2016,* Données semestrielles en milliers de XOF,22923237,1116739,-248109,-,25655,-,,,,,,,,1142394,
BNBC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en milliers de XOF,11207239,-,-,21530,-,16148,,,,,,,,-,
BNBC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en milliers de XOF,10824381,-,-,-101574,-,-76181,,,,,,,,-,
BNBC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en milliers de XOF,12386377,-,-,689773,-,516579,,,,,,,,-,
BNBC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en milliers de XOF,12841154,-,-,1035508,-,776631,,,,,,,,-,
BNBC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en milliers de XOF,11403920,654000,-133000,520794,-,390595,,,,,,,,521000,
BNBC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en milliers de XOF,10254720,497378,-172287,-,-,-,,,,,,,,325091,
BNBC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en milliers de XOF,11321340,690286,-146626,543659,-1529,406597,,,,,,,,542130,
BNBC,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en milliers de XOF,11791859,-,-,748484,-,561819,,,,,,,,-,
BNBC,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en milliers de XOF,10002868,-,-,723860,-,548200,,,,,,,,-,
BNBC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en milliers de XOF,32755862,-,-,-480034,-,-31576,,,,,,,,-,
BNBC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en milliers de XOF,34428743,-,-,402534,-,454467,,,,,,,,-,
BNBC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en milliers de XOF,38361914,-,-,2341240,-,1805367,,,,,,,,-,
BNBC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en milliers de XOF,33829200,2231540,-367630,1863910,-,1422090,,,,,,,,1888290,
BNBC,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en milliers de XOF,29175865,974597,-492406,482190,2500,363520,,,,,,,,484691,
BNBC,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en milliers de XOF,31114016,1108326,-494881,-,-652,-,,,,,,,,612793,
BNBC,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en milliers de XOF,33301656,2103279,-491890,-,7990,-,,,,,,,,1619379,
BNBC,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en milliers de XOF,30847623,-,-,1662112,-,1251514,,,,,,,,-,
BNBC,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en milliers de XOF,34753834,-,-,2099299,-,1594166,,,,,,,,-,
BNBC,Autres,T1,2025,* Données trimestrielles en milliers de XOF,11207239,-,,21530,,16148,,,,,,,,-,
BOAB,Annuel,An,2024,* Données annuelles en millions de XOF,,21455,,,,19647,940187,,46527,21580,-124,408396,734344,,
BOAB,Annuel,An,2023,* Données annuelles en millions de XOF,,23013,,,,21529,906824,,47832,22307,706,401276,646519,,
BOAB,Annuel,An,2022,* Données annuelles en millions de XOF,,23197,,,,19143,907782,,46413,19529,3668,387381,648844,,
BOAB,Annuel,An,2021,* Données annuelles en millions de XOF,,20407,,,,16664,884426,,45259,19795,611,395862,645872,,
BOAB,Annuel,An,2020,* Données annuelles en millions de XOF,,13970,,,,13312,902792,,45286,19456,-5486,402568,613302,,
BOAB,Annuel,An,2019,* Données annuelles en millions de XOF,,15878,,,,15002,920808,,41388,18698,-2820,437029,621296,,
BOAB,Annuel,An,2018,* Données annuelles en millions de XOF,,13289,,,,12724,861015,,39387,16858,-3570,423895,579129,,
BOAB,Annuel,An,2017,* Données annuelles en millions de XOF,,13098,,,,12523,972549,,42156,18494,-5396,401024,559456,,
BOAB,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,16139,932977,,39335,18728,-,334669,538994,,
BOAB,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,12533,850524,,39186,20061,-,262121,516683,,
BOAB,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,10929,,,23185,11731,-337,,,11688,
BOAB,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,12538,,,23991,12237,1414,,,13653,
BOAB,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,10413,,,21803,10393,744,,,10782,
BOAB,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,9054,,,22242,11213,-499,,,9317,
BOAB,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,8081,,,22950,11481,-3153,,,8404,
BOAB,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,7957,,,19448,8650,-367,,,8283,
BOAB,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,6805,,,19911,9223,-2145,,,7089,
BOAB,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,,,,7281,,,17857,7720,-2634,,,7582,
BOAB,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,,,,,7717,,,17930,8004,64,,,8124,
BOAB,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,4446,,,11081,,,,,4806,
BOAB,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,4843,,,10897,,,,,5010,
BOAB,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,5844,,,11361,,,,,6451,
BOAB,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,5135,,,10651,,,,,5600,
BOAB,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,4357,,,10367,,,,,5101,
BOAB,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,4146,,,11162,,,,,4742,
BOAB,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,3303,,,9144,,,,,3583,
BOAB,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,,,,,3202,,,9910,,,,,3359,
BOAB,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,,,,,2904,,,8886,,,,,3052,
BOAB,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en millions de XOF,,,,,,2203,,,8386,,,,,2412,
BOAB,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,14015,,,34156,,,,,15081,
BOAB,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,17018,,,35505,,,,,18492,
BOAB,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,17189,,,34512,,,,,17738,
BOAB,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,14778,,,33492,,,,,15195,
BOAB,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,12023,,,34655,,,,,12588,
BOAB,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,11003,,,30386,,,,,11475,
BOAB,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,,,,,7596,,,29131,,,,,8023,
BOAB,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,,,,,9772,,,28484,,,,,10242,
BOAB,Autres,T1,2025,* Données trimestrielles en millions de XOF,,,,,,4446,,,11081,,,,,4806,
BOABF,Annuel,An,2024,* Données annuelles en millions de XOF,,25697,,,,22419,1079053,,57490,30000,-4303,587385,813312,,
BOABF,Annuel,An,2023,* Données annuelles en millions de XOF,,34234,,,,29063,1098276,,60576,34567,-332,655896,771212,,
BOABF,Annuel,An,2022,* Données annuelles en millions de XOF,,29304,,,,25477,1163300,,56646,32632,-3328,642663,875499,,
BOABF,Annuel,An,2021,* Données annuelles en millions de XOF,,24308,,,,21245,1073229,,50828,28784,-4476,557287,815760,,
BOABF,Annuel,An,2020,* Données annuelles en millions de XOF,,19852,,,,17608,988181,,47367,25127,-5275,554271,761161,,
BOABF,Annuel,An,2019,* Données annuelles en millions de XOF,,21327,,,,18511,867213,,42708,23391,-2063,527720,624663,,
BOABF,Annuel,An,2018,* Données annuelles en millions de XOF,,-,,,,17293,790804,,39643,20846,-1089,513111,569049,,
BOABF,Annuel,An,2017,* Données annuelles en millions de XOF,,-,,,,12713,752982,,36417,18854,-5605,425119,525972,,
BOABF,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,12443,714127,,33685,17513,-,372418,430312,,
BOABF,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,12028,656797,,31317,17288,-,349408,391924,,
BOABF,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,13194,,,28659,15856,-479,,,15390,
BOABF,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,15088,,,29853,17989,-138,,,17879,
BOABF,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,12228,,,25926,15156,-890,,,14296,
BOABF,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,11936,,,24175,13838,39,,,13856,
BOABF,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,9295,,,23231,12655,2136,,,10529,
BOABF,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,9124,,,20782,11602,972,,,10742,
BOABF,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,7624,,,18698,10080,1433,,,8359,
BOABF,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,,,,6575,,,17308,8820,2117,,,6732,
BOABF,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,,,,,6003,,,16132,8364,1201,,,6984,
BOABF,Semestriel,S2,2èmesemestre2024,* Données semestrielles en millions de XOF,,,,,,22419,,,57490,30000,-4303,,,25744,
BOABF,Semestriel,S2,2èmesemestre2023,* Données semestrielles en millions de XOF,,,,,,29063,,,60576,34567,-332,,,34304,
BOABF,Semestriel,S2,2èmesemestre2022,* Données semestrielles en millions de XOF,,,,,,25477,,,56646,32632,-3328,,,29263,
BOABF,Semestriel,S2,2èmesemestre2021,* Données semestrielles en millions de XOF,,,,,,21245,,,50828,28784,-4476,,,24388,
BOABF,Semestriel,S2,2èmesemestre2020,* Données semestrielles en millions de XOF,,,,,,17608,,,47367,25132,-5275,,,19679,
BOABF,Semestriel,S2,2èmesemestre2019,* Données semestrielles en millions de XOF,,,,,,18511,,,42727,23411,1089,,,21380,
BOABF,Semestriel,S2,2èmesemestre2018,* Données semestrielles en millions de XOF,,,,,,17293,,,39643,20846,551,,,19812,
BOABF,Semestriel,S2,2èmesemestre2017,* Données semestrielles en millions de XOF,,,,,,12713,,,36417,18854,5217,,,13249,
BOABF,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,5195,,,14223,,,,,5959,
BOABF,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,6230,,,13906,,,,,7351,
BOABF,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,6821,,,14669,,,,,7939,
BOABF,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,6015,,,12084,,,,,6975,
BOABF,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,5075,,,11466,,,,,5895,
BOABF,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,4266,,,10893,,,,,4854,
BOABF,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,3541,,,9190,,,,,3983,
BOABF,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,,,,,3799,,,9332,,,,,4145,
BOABF,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,,,,,3002,,,8159,,,,,3439,
BOABF,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en millions de XOF,,,,,,2837,,,8207,,,,,3255,
BOABF,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,18594,,,42911,,,,,21300,
BOABF,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,22299,,,44930,,,,,26407,
BOABF,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,19046,,,40593,,,,,22195,
BOABF,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,18002,,,37272,,,,,20802,
BOABF,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,14013,,,34304,,,,,15898,
BOABF,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,13306,,,31333,,,,,15649,
BOABF,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,,,,,11370,,,28820,,,,,12586,
BOABF,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,,,,,10740,,,26959,,,,,11201,
BOABF,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en millions de XOF,,,,,,9077,,,24711,,,,,11178,
BOABF,Autres,T1,2025,* Données semestrielles en millions de XOF,,,,,,5195,,,14223,,,,,5959,
BOAC,Annuel,An,2024,* Données annuelles en millions de XOF,,39222,,,,32044,1075479,,72724,46014,-6792,432069,856274,,
BOAC,Annuel,An,2023,* Données annuelles en millions de XOF,,31018,,,,26075,938739,,60811,35842,-4824,453494,713574,,
BOAC,Annuel,An,2022,* Données annuelles en millions de XOF,,21900,,,,20069,843300,,47810,24637,-2737,383970,645297,,
BOAC,Annuel,An,2021,* Données annuelles en millions de XOF,,19862,,,,16638,714509,,41545,19904,-42,299695,547038,,
BOAC,Annuel,An,2020,* Données annuelles en millions de XOF,,14248,,,,14216,686536,,40811,19977,-5729,300781,455759,,
BOAC,Annuel,An,2019,* Données annuelles en millions de XOF,,14397,,,,14382,608499,,35375,15855,-1458,320521,384899,,
BOAC,Annuel,An,2018,* Données annuelles en millions de XOF,,11707,,,,11699,576928,,32833,13763,-2056,301414,379359,,
BOAC,Annuel,An,2017,* Données annuelles en millions de XOF,,9913,,,,9879,640023,,30063,13911,-3998,345450,407378,,
BOAC,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,10149,623026,,29006,14751,-,294326,342367,,
BOAC,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,8240,607138,,25269,11806,-,258983,301777,,
BOAC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,17639,,,36343,24262,-3018,461475,770778,21283,
BOAC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,16568,,,30279,18507,-954,463614,666430,17870,
BOAC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,8571,,,21880,10195,-379,303618,556022,8971,
BOAC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,9043,,,20399,9916,442,306520,548102,9513,
BOAC,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,7312,,,19926,10034,-2342,330887,487444,7692,
BOAC,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,6734,,,17097,7684,-655,321699,412649,7034,
BOAC,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,6756,,,15727,7589,-813,273823,368945,6773,
