Ticker,Période,Période_détail,CA_PNB,Total Bilan,RE_RBE,Résultat Net,Capitaux propres
SMBC,2019,An,116253000000.0,97322000000.0,950000000.0,58000000.0,
SNTS,2019,An,1179220000000.0,1823010000000.0,316748000000.0,195343000000.0,
SOGC,2019,An,61389413000.0,87399032000.0,6815007000.0,4520355000.0,
SPHC,2019,An,143735000000.0,147034000000.0,7524610000.0,3374806000.0,
STAC,2019,An,9277157000.0,11884748000.0,978905000.0,865967000.0,
STBC,2019,An,94693057000.0,29331556171.0,786600059.0,5290810615.0,
SVOC,2019,An,12079000000.0,23330000000.0,-4968000000.0,-4496000000.0,
TTLC,2019,An,453131000000.0,136630000000.0,13479000000.0,10419000000.0,
TTLS,2019,An,448269000000.0,176668000000.0,12247886000.0,5827011000.0,25919695000.0
UNLC,2019,An,56379066000.0,60633338000.0,-16285392000.0,-21857272000.0,
UNXC,2019,An,40166658390.0,38293838977.0,4318973894.0,3094074102.0,
ABJC,2020,An,5707724950.0,6541501558.0,-1036799412.0,-985334838.0,3047466683.0
BICB,2020,An,7000000000.0,264100000000.0,400000000.0,1200000000.0,
BICC,2020,An,45315000000.0,831386000000.0,10190000000.0,4672000000.0,62819000000.0
BNBC,2020,An,39472000000.0,42827000000.0,1604000000.0,668000000.0,15413843000.0
BOAB,2020,An,45286000000.0,902792000000.0,19456000000.0,13312000000.0,89836969716.0
BOABF,2020,An,47367000000.0,988181000000.0,25127000000.0,17608000000.0,84434536984.0
BOAC,2020,An,40811000000.0,686536000000.0,19977000000.0,14216000000.0,60329000000.0
BOAM,2020,An,32348000000.0,579478000000.0,12363000000.0,528000000.0,26839742203.0
BOAN,2020,An,24255000000.0,329785000000.0,12328000000.0,7421000000.0,37238956175.0
BOAS,2020,An,29997000000.0,561588000000.0,11128000000.0,7667000000.0,46551000000.0
CABC,2020,An,18897903618.0,13385894278.0,1662125484.0,1166658052.0,6737107077.0
CBIBF,2020,An,73982000000.0,1565200000000.0,48905000000.0,34373000000.0,159145000000.0
CFAC,2020,An,99126215810.0,54494286602.0,5450011658.0,3779508079.0,23100138295.0
CIEC,2020,An,722628000000.0,1237730000000.0,22771000000.0,16170000000.0,
ECOC,2020,An,86521000000.0,1602350000000.0,42917000000.0,30018000000.0,128527000000.0
ETIT,2020,An,966891000000.0,13866200000000.0,,50837000000.0,
FTSC,2020,An,39020184000.0,53788997000.0,30688000.0,3551668000.0,
NEIC,2020,An,7301216273.0,9110103553.0,1365392841.0,800792587.0,
NSBC,2020,An,71364000000.0,1549540000000.0,23888000000.0,7201000000.0,108810000000.0
NTLC,2020,An,173225000000.0,117982000000.0,27076473678.0,20899537493.0,
ONTBF,2020,An,157358000000.0,247794000000.0,48520695000.0,31051548000.0,
ORAC,2020,An,871393000000.0,1617430000000.0,205979000000.0,122208000000.0,
ORGT,2020,An,116263000000.0,3268240000000.0,15276000000.0,9440000000.0,141996000000.0
PALC,2020,An,119760000000.0,138599000000.0,5512352378.0,3521647345.0,
PRSC,2020,An,51108000000.0,31274000000.0,2930000000.0,1863000000.0,
SAFC,2020,An,,66533000000.0,-1403000000.0,-1640000000.0,
SCRC,2020,An,63333000000.0,94560000000.0,4404000000.0,1788000000.0,45886852000.0
SDCC,2020,An,127480000000.0,271677000000.0,6372159000.0,4307472000.0,
SDSC,2020,An,84240507000.0,131059000000.0,4569724000.0,13454872000.0,
SEMC,2020,An,19629606000.0,18119926000.0,1127531000.0,736547000.0,
SGBC,2020,An,164062000000.0,2397200000000.0,83330000000.0,48435000000.0,
SHEC,2020,An,313564000000.0,74596027000.0,-3858364000.0,-4788013000.0,
SIBC,2020,An,74467000000.0,1224290000000.0,41054000000.0,30261000000.0,116767000000.0
SICC,2020,An,2359881248.0,4087383318.0,109049980.0,109826095.0,
SIVC,2020,An,6348743028.0,15836388054.0,-2518217382.0,-2462719856.0,
SLBC,2020,An,229359000000.0,294111000000.0,27415000000.0,17520000000.0,
SMBC,2020,An,102670000000.0,72061000000.0,14102000000.0,9396000000.0,
SNTS,2020,An,1206090000000.0,1896870000000.0,339082000000.0,201272000000.0,
SOGC,2020,An,66481138000.0,92061584000.0,11218699000.0,7652579000.0,
SPHC,2020,An,158789000000.0,157048000000.0,10954030000.0,7466595000.0,
STAC,2020,An,15900707000.0,18586404000.0,3108191000.0,2320633000.0,
STBC,2020,An,116186000000.0,28201228462.0,4638985646.0,8542921197.0,
TTLC,2020,An,416080000000.0,128146000000.0,7982000000.0,7648000000.0,
TTLS,2020,An,384493000000.0,135478000000.0,10595916000.0,6063978000.0,28172082000.0
UNLC,2020,An,41393490000.0,48221668000.0,-7172118000.0,-2409525000.0,
UNXC,2020,An,34916710441.0,32742029278.0,537047311.0,231265060.0,
ABJC,2021,An,8377372850.0,7929825517.0,904931750.0,953353113.0,4000819796.0
BICB,2021,An,14898000000.0,627594000000.0,7414000000.0,5776000000.0,
BICC,2021,An,44167000000.0,847724000000.0,13363000000.0,9603000000.0,71522000000.0
BNBC,2021,An,44428368000.0,45958748000.0,2656681000.0,1598214000.0,17009000000.0
BOAB,2021,An,45259000000.0,884426000000.0,19795000000.0,16664000000.0,97192147880.0
BOABF,2021,An,50828000000.0,1073230000000.0,28784000000.0,21245000000.0,96376372338.0
BOAC,2021,An,41545000000.0,714509000000.0,19904000000.0,16638000000.0,69968000000.0
BOAM,2021,An,35408000000.0,581464000000.0,14186000000.0,2095000000.0,32186115601.0
BOAN,2021,An,24995000000.0,356377000000.0,13067000000.0,9397000000.0,41968602146.0
BOAS,2021,An,35727000000.0,626289000000.0,17550000000.0,11070000000.0,53327000000.0
CABC,2021,An,19036863791.0,16575486566.0,628129534.0,40094693.0,5902357326.0
CBIBF,2021,An,90298000000.0,1952980000000.0,57840000000.0,46549000000.0,189815000000.0
CFAC,2021,An,119732000000.0,66380321677.0,9408220777.0,6710916633.0,25347492469.0
CIEC,2021,An,231783000000.0,1679590000000.0,15449000000.0,9757000000.0,
ECOC,2021,An,90545000000.0,1677710000000.0,47899000000.0,34304000000.0,144829000000.0
ETIT,2021,An,974058000000.0,15962700000000.0,,198151000000.0,
FTSC,2021,An,41473743000.0,53741474000.0,-1048574000.0,-1276336000.0,
LNBB,2021,An,79933000000.0,31453000000.0,10186000000.0,5072000000.0,
NEIC,2021,An,8874246101.0,9690766917.0,1787649834.0,980247893.0,
NSBC,2021,An,76622000000.0,1644550000000.0,29199000000.0,23713000000.0,129809000000.0
NTLC,2021,An,195188000000.0,145821000000.0,32776948100.0,21268135622.0,
ONTBF,2021,An,154881000000.0,241725000000.0,48604853000.0,32374022000.0,
ORAC,2021,An,965042000000.0,1755020000000.0,245539000000.0,155835000000.0,727100000000.0
ORGT,2021,An,144761000000.0,4058140000000.0,27131000000.0,19798000000.0,164753000000.0
PALC,2021,An,195659000000.0,167046000000.0,56689991420.0,42473119895.0,
PRSC,2021,An,65019456000.0,36448051000.0,4888777000.0,3067383000.0,
SAFC,2021,An,,64690000000.0,-550000000.0,-603000000.0,
SCRC,2021,An,62497000000.0,107247000000.0,-2715000000.0,-6573000000.0,37645097000.0
SDCC,2021,An,135514000000.0,297251000000.0,6720471000.0,4352130000.0,
SDSC,2021,An,88721263000.0,155596000000.0,4291214000.0,13942342000.0,
SEMC,2021,An,23056649000.0,22449235000.0,2822884000.0,2383609000.0,
SGBC,2021,An,189096000000.0,3021480000000.0,98446000000.0,67438000000.0,
SHEC,2021,An,366644000000.0,101263000000.0,830155000.0,2359623000.0,
SIBC,2021,An,76532000000.0,1316460000000.0,42042000000.0,34031000000.0,130799000000.0
SICC,2021,An,1380986108.0,4154276593.0,53198530.0,119234795.0,
SIVC,2021,An,7647961956.0,15721786357.0,507833300.0,727412737.0,
SLBC,2021,An,299269000000.0,316350000000.0,35605000000.0,22020000000.0,
SMBC,2021,An,139353000000.0,107351000000.0,13649000000.0,8623000000.0,
SNTS,2021,An,1334870000000.0,2063840000000.0,399655000000.0,252459000000.0,
SOGC,2021,An,83074087000.0,97008610000.0,20581153000.0,14728280000.0,
SPHC,2021,An,208794000000.0,168289000000.0,27558059000.0,20750470000.0,
STAC,2021,An,10274321000.0,16260295000.0,1286674000.0,1119448000.0,
STBC,2021,An,135604000000.0,37238485117.0,9388373157.0,9642415475.0,
TTLC,2021,An,494433000000.0,156297000000.0,16088000000.0,11143000000.0,
TTLS,2021,An,395458000000.0,140252000000.0,8256909000.0,4692897000.0,24864980000.0
UNLC,2021,An,46059379000.0,35565021000.0,-13697340000.0,175000.0,
UNXC,2021,An,38191193639.0,37292681535.0,1984939431.0,1400692889.0,
ABJC,2022,An,10804244269.0,10181992141.0,1870413228.0,1268616196.0,4569435992.0
BICB,2022,An,24209000000.0,1000780000000.0,14344000000.0,10705000000.0,
BICC,2022,An,47275000000.0,926252000000.0,14809000000.0,12391000000.0,74313000000.0
BNBC,2022,An,51384000000.0,54652000000.0,3017000000.0,1809000000.0,18815000000.0
BOAB,2022,An,46413000000.0,907782000000.0,19529000000.0,19143000000.0,104674009283.0
BOABF,2022,An,56646000000.0,1163300000000.0,32632000000.0,25477000000.0,110589308010.0
BOAC,2022,An,47810000000.0,843300000000.0,24637000000.0,20069000000.0,81727000000.0
BOAM,2022,An,35307000000.0,576751000000.0,-8351000000.0,2460000000.0,34541828466.0
BOAN,2022,An,24624000000.0,357509000000.0,12623000000.0,10134000000.0,44172691398.0
BOAS,2022,An,40503000000.0,696306000000.0,21800000000.0,15581000000.0,64615000000.0
CABC,2022,An,16481281370.0,17483499632.0,1631279564.0,1075181768.0,6362144214.0
CBIBF,2022,An,111106000000.0,2289030000000.0,74982000000.0,56478000000.0,228513000000.0
CFAC,2022,An,146375000000.0,86632701302.0,9880523627.0,5533563559.0,
CIEC,2022,An,238854000000.0,1816390000000.0,15677000000.0,9819000000.0,
ECOC,2022,An,99155000000.0,1901240000000.0,54150000000.0,44598000000.0,163179000000.0
ETIT,2022,An,1161430000000.0,17837500000000.0,492148000000.0,228750000000.0,
FTSC,2022,An,45464126000.0,54851509000.0,-203064000.0,153483000.0,
LNBB,2022,An,74290000000.0,36444000000.0,8836000000.0,6748000000.0,
NEIC,2022,An,8988063184.0,7358890518.0,1794653147.0,1212304460.0,
NSBC,2022,An,80105000000.0,1885060000000.0,29506000000.0,32382000000.0,164905000000.0
NTLC,2022,An,206734000000.0,173974000000.0,29119596834.0,16627044028.0,
ONTBF,2022,An,145625000000.0,269895000000.0,35677978000.0,22372337000.0,
ORAC,2022,An,965025000000.0,2017760000000.0,260834000000.0,153485000000.0,725454000000.0
ORGT,2022,An,163147000000.0,4732760000000.0,24928000000.0,19199000000.0,165996000000.0
PALC,2022,An,232713000000.0,211882000000.0,56649930999.0,41693172115.0,
PRSC,2022,An,70092375000.0,52168892000.0,5248854000.0,3644247000.0,
SAFC,2022,An,,67022000000.0,,-235000000.0,
SCRC,2022,An,68635000000.0,124042000000.0,-4861000000.0,-8756000000.0,30924421000.0
SDCC,2022,An,160671000000.0,353554000000.0,8148301000.0,4805517000.0,
SDSC,2022,An,86997124000.0,149634000000.0,722915000.0,10044129000.0,
SEMC,2022,An,29602761000.0,32641511000.0,3260942000.0,3857786000.0,
SGBC,2022,An,215101000000.0,3345280000000.0,118708000000.0,74612000000.0,
SHEC,2022,An,488902000000.0,119462000000.0,6027152000.0,3548638000.0,
SIBC,2022,An,83542000000.0,1499550000000.0,47561000000.0,40090000000.0,148389000000.0
SICC,2022,An,1138173867.0,,,-39949556.0,
SIVC,2022,An,8688869897.0,15914219225.0,339115809.0,402747322.0,
SLBC,2022,An,281880000000.0,334102000000.0,7112000000.0,1217000000.0,
SMBC,2022,An,276854000000.0,164780000000.0,13808000000.0,9421000000.0,
SNTS,2022,An,1455050000000.0,2252190000000.0,437059000000.0,278912000000.0,
SOGC,2022,An,93883932000.0,93857925000.0,21852242000.0,15652984000.0,
SPHC,2022,An,224421000000.0,183890000000.0,26283237000.0,16700611000.0,
STAC,2022,An,14654197000.0,15068263000.0,-106831000.0,-70544000.0,
STBC,2022,An,151133000000.0,31612312100.0,12768812060.0,11503188097.0,
TTLC,2022,An,573130000000.0,159651000000.0,16509000000.0,12279000000.0,
TTLS,2022,An,477813000000.0,199056000000.0,11864241000.0,8475035000.0,34561000000.0
UNLC,2022,An,36174563000.0,24484388000.0,-4253584000.0,-6908362000.0,
UNXC,2022,An,36372536951.0,39705901306.0,-1212860306.0,-1298674972.0,
ABJC,2023,An,11254100343.0,12116077537.0,1966557179.0,1335324958.0,4789312061.0
BICB,2023,An,39196000000.0,1340710000000.0,27438000000.0,27270000000.0,95569000000.0
BICC,2023,An,55506000000.0,920563000000.0,16814000000.0,16694000000.0,83574000000.0
BNBC,2023,An,45955470000.0,53173000000.0,1571000000.0,35581000.0,17743296528.0
BOAB,2023,An,47832000000.0,906824000000.0,22307000000.0,21529000000.0,112817609313.0
BOABF,2023,An,60576000000.0,1098280000000.0,34567000000.0,29063000000.0,125144468974.0
BOAC,2023,An,60811000000.0,938739000000.0,35842000000.0,26075000000.0,95801000000.0
BOAM,2023,An,35519000000.0,560354000000.0,12190000000.0,5778000000.0,40197098666.0
BOAN,2023,An,26976000000.0,349869000000.0,13988000000.0,10077000000.0,45669476587.0
BOAS,2023,An,45426000000.0,758148000000.0,21974000000.0,17022000000.0,76637000000.0
CABC,2023,An,17752564089.0,19349647741.0,1748675441.0,1429806646.0,7338064460.0
CBIBF,2023,An,125248000000.0,2488600000000.0,85727000000.0,64247000000.0,
CFAC,2023,An,180162000000.0,87382395802.0,11108927577.0,6399494092.0,17979153259.0
CIEC,2023,An,257218000000.0,1975050000000.0,16460000000.0,10633000000.0,
ECOC,2023,An,110189000000.0,1953300000000.0,60314000000.0,48071000000.0,178208000000.0
ETIT,2023,An,1251680000000.0,16164500000000.0,576877000000.0,246811000000.0,
FTSC,2023,An,38214972000.0,50701178000.0,1601400000.0,3075972000.0,
LNBB,2023,An,93915000000.0,40646000000.0,5122000000.0,3914000000.0,33417094818.0
NEIC,2023,An,8525436230.0,9058172062.0,1850072232.0,1167140182.0,
NSBC,2023,An,91002000000.0,2037060000000.0,37922000000.0,34813000000.0,189719000000.0
NTLC,2023,An,203618000000.0,170341000000.0,30164175277.0,16556698463.0,
ONTBF,2023,An,139154000000.0,288000000000.0,33311787000.0,21129277000.0,
ORAC,2023,An,1016530000000.0,2074720000000.0,257960000000.0,154890000000.0,723960000000.0
ORGT,2023,An,120069000000.0,4236480000000.0,-32255000000.0,-18186000000.0,143822000000.0
PALC,2023,An,206244000000.0,205938000000.0,28502239000.0,19351846000.0,
PRSC,2023,An,77878846000.0,51245507000.0,3253377000.0,2084428000.0,
SAFC,2023,An,,70073000000.0,-422000000.0,-579000000.0,
SCRC,2023,An,68135000000.0,115465000000.0,-4912000000.0,-10324000000.0,22310492000.0
SDCC,2023,An,175458000000.0,381718000000.0,9389199000.0,4903679000.0,
SDSC,2023,An,82623385000.0,157733000000.0,547366000.0,17138527000.0,
SEMC,2023,An,27874878000.0,30745260000.0,1460429000.0,1012055000.0,
SGBC,2023,An,253286000000.0,3437670000000.0,147701000000.0,97230000000.0,
SHEC,2023,An,550696000000.0,168469000000.0,8485512000.0,4011603000.0,
SIBC,2023,An,95571000000.0,1605880000000.0,56871000000.0,43513000000.0,164402000000.0
SICC,2023,An,701091562.0,,,19245083.0,
SIVC,2023,An,8512305646.0,15698401816.0,824518419.0,895708500.0,
SLBC,2023,An,311395000000.0,327698000000.0,16807000000.0,15078000000.0,
SMBC,2023,An,247646000000.0,183993000000.0,28583000000.0,17255000000.0,
SNTS,2023,An,1620700000000.0,2573860000000.0,515709000000.0,331748000000.0,
SOGC,2023,An,73448349000.0,88987010000.0,7678013000.0,5270303000.0,
SPHC,2023,An,206469000000.0,195801000000.0,7351110000.0,3635139000.0,
STAC,2023,An,9264509000.0,11329611000.0,-1136144000.0,-1117719000.0,
STBC,2023,An,169914000000.0,35417065559.0,16258209527.0,12399004223.0,
TTLC,2023,An,578922000000.0,167625000000.0,12087000000.0,8709000000.0,
TTLS,2023,An,499194000000.0,203539000000.0,6675751000.0,4222465000.0,29928136358.0
UNLC,2023,An,34682083000.0,23009563000.0,1573553000.0,640335000.0,
UNXC,2023,An,29686986976.0,38556378909.0,-1828597291.0,-2054070779.0,
ABJC,2024,An,12466921255.0,9080240464.0,2100227044.0,1519221935.0,3808533996.0
BICB,2024,An,45207000000.0,1520450000000.0,30250000000.0,30341000000.0,125910000000.0
BICC,2024,An,68063000000.0,1015580000000.0,30077000000.0,26226000000.0,99783000000.0
BNBC,2024,An,45312422000.0,50176046000.0,1193258000.0,7313000.0,17747635829.0
BOAB,2024,An,46527000000.0,940187000000.0,21580000000.0,19647000000.0,117396355692.0
BOABF,2024,An,57490000000.0,1079050000000.0,30000000000.0,22419000000.0,129272440868.0
BOAC,2024,An,72724000000.0,1075480000000.0,46014000000.0,32044000000.0,112644000000.0
BOAM,2024,An,36159000000.0,541491000000.0,15863000000.0,9123000000.0,46195155867.0
BOAN,2024,An,21380000000.0,322404000000.0,8251000000.0,5002000000.0,42156000000.0
BOAS,2024,An,49666000000.0,783173000000.0,27102000000.0,19984000000.0,88621000000.0
CABC,2024,An,19125318524.0,19656293617.0,1784869818.0,1224827540.0,8039445600.0
CBIBF,2024,An,130987000000.0,2682790000000.0,88227000000.0,47937000000.0,
CFAC,2024,An,158313000000.0,85012929523.0,7846693699.0,4693479450.0,19240718965.0
CIEC,2024,An,263294000000.0,2019140000000.0,16591000000.0,10101000000.0,
ECOC,2024,An,122316000000.0,2050680000000.0,67339000000.0,57477000000.0,199352000000.0
ETIT,2024,An,1268400000000.0,17650800000000.0,595831000000.0,299706000000.0,
FTSC,2024,An,30694517000.0,61061747000.0,-882181000.0,18595275000.0,
LNBB,2024,An,102544000000.0,29053000000.0,4458000000.0,7176000000.0,23614741046.0
NEIC,2024,An,6744255774.0,6675647428.0,603453112.0,-759371358.0,
NSBC,2024,An,97819000000.0,2514390000000.0,39400000000.0,38112000000.0,215330000000.0
NTLC,2024,An,220113000000.0,177852000000.0,35276845649.0,18149967087.0,
ONTBF,2024,An,141841000000.0,301493000000.0,33565160000.0,21471149000.0,
ORAC,2024,An,1084100000000.0,2309100000000.0,263200000000.0,158200000000.0,713800000000.0
ORGT,2024,An,126536000000.0,3961400000000.0,-44764000000.0,-44363000000.0,96720000000.0
PALC,2024,An,172183000000.0,202603000000.0,19393765000.0,15861643000.0,
PRSC,2024,An,74676306000.0,45185940000.0,1775583000.0,2346712000.0,
SAFC,2024,An,,74195000000.0,-75000000.0,-165000000.0,
SCRC,2024,An,87219000000.0,123092000000.0,8076000000.0,2591000000.0,24984680000.0
SDCC,2024,An,172235000000.0,432406000000.0,6770541000.0,3560488000.0,
SDSC,2024,An,85643038000.0,188126000000.0,941676000.0,21068974000.0,
SGBC,2024,An,263207000000.0,3614200000000.0,163484000000.0,101228000000.0,
SHEC,2024,An,600708000000.0,207064000000.0,11336979000.0,5353994000.0,
SIBC,2024,An,102763000000.0,1685250000000.0,62635000000.0,50234000000.0,187136000000.0
SLBC,2024,An,309722000000.0,307546000000.0,34735000000.0,21472000000.0,
SMBC,2024,An,229061000000.0,163113000000.0,12036000000.0,8698000000.0,
SNTS,2024,An,1776440000000.0,3105290000000.0,619524000000.0,393662000000.0,
SOGC,2024,An,89415277000.0,88962049000.0,18383382000.0,13110790000.0,
SPHC,2024,An,279438000000.0,222208000000.0,29445591000.0,18790218000.0,
STAC,2024,An,1793360000.0,7378386000.0,-1007887000.0,-348195000.0,
STBC,2024,An,214313000000.0,94925572191.0,57068888519.0,44173762491.0,
TTLC,2024,An,621042000000.0,191526000000.0,10491000000.0,9374000000.0,
TTLS,2024,An,484945000000.0,201308000000.0,7470764000.0,7090811000.0,29522478088.0
UNXC,2024,An,27333349555.0,34241097739.0,-2136021358.0,-2188937902.0,
