Ticker,Date,Variation,Volume Devise Total,Cours Ajuste,Volume Ajuste Total,Cours Normal,Volume Normal Total
STAC M,2019-12,22.5,161210,245,757,245,757
STAC M,2019-11,11.11,201340,200,1068,200,1068
STAC M,2019-10,2.86,514085,180,2843,180,2843
STAC M,2019-09,-2.78,513860,175,2902,175,2902
STAC M,2019-08,-2.7,819810,180,4526,180,4526
STAC M,2019-07,8.82,816030,185,4718,185,4718
STAC M,2019-06,-5.56,3997930,170,23197,170,23197
STAC M,2019-05,0.0,1803455,180,10327,180,10327
STAC M,2019-04,5.88,5623275,180,31367,180,31367
STAC M,2019-03,0.0,351510,170,2128,170,2128
STAC M,2019-02,0.0,13677020,170,90810,170,90810
STAC M,2019-01,0.0,1354500,170,7982,170,7982
STAC M,2018-12,-12.82,1890305,170,10817,170,10817
STAC M,2018-11,-17.02,628955,195,3028,195,3028
STAC M,2018-10,-16.07,339675,235,1341,235,1341
STAC M,2018-09,-5.08,97910,280,343,280,343
STAC M,2018-08,-9.23,725030,295,2384,295,2384
STAC M,2018-07,44.44,1558390,325,5167,325,5167
STAC M,2018-06,-23.73,40237620,225,195403,225,195403
STAC M,2018-05,-15.71,3126405,295,9073,295,9073
STAC M,2018-04,-11.39,3529345,350,9588,350,9588
STAC M,2018-03,119.44,10585420,395,26895,395,26895
STAC M,2018-02,5.88,13281600,180,77914,180,77914
STAC M,2018-01,-5.56,852680,170,4851,170,4851
STAC M,2017-12,-5.26,1246020,180,6855,180,6855
STAC M,2017-11,5.56,629100,190,3463,190,3463
STAC M,2017-10,0.56,1087040,180,6068,180,227
STAC M,2017-09,7.19,52440,179,300,17895,3
STAC M,2017-08,-10.22,2103650,167,11400,16650,114
STAC M,2017-07,-7.0,556170,186,2900,18600,29
STAC M,2017-06,-14.89,2036230,200,10100,20000,101
STAC M,2017-05,-3.69,47000,235,200,23500,2
STAC M,2017-04,-9.29,147330,244,600,24390,6
STAC M,2017-03,-4.61,457000,269,1700,26900,17
STAC M,2017-02,-14.55,148055,282,500,28240,5
STAC M,2017-01,-5.71,594000,330,1800,33000,18
STAC M,2016-12,-3.05,35000,350,100,35000,1
STAC M,2016-10,-7.44,216450,361,600,36075,6
STAC M,2016-09,-2.5,5710375,390,14300,38995,143
STAC M,2016-08,-2.68,3453000,400,8400,39995,84
STAC M,2016-07,-8.67,984030,411,2200,41070,22
STAC M,2016-06,-22.41,13071100,450,27900,45000,279
STAC M,2016-05,11.54,2999415,580,5300,58000,53
STAC M,2016-04,13.04,7345330,520,15300,52000,153
STAC M,2016-03,-11.54,4969800,460,10500,46000,105
STAC M,2016-02,-0.95,3999490,520,7700,52000,77
STAC M,2016-01,-0.38,1579035,525,3000,52500,30
STAC M,2015-12,0.19,158115,527,300,52705,3
STAC M,2015-11,1.74,2572625,526,4900,52600,49
STAC M,2015-10,6.82,8641480,517,16700,51700,167
STAC M,2015-09,6.37,13688125,484,29900,48375,299
STAC M,2015-08,0.66,3770275,455,8300,45505,83
STAC M,2015-07,7.62,5900900,452,13800,45200,138
STAC M,2015-06,2.69,23318100,420,56300,42000,563
STAC M,2015-05,7.63,27427000,409,68400,40850,684
STAC M,2015-04,0.0,8588515,380,22600,38000,226
STAC M,2015-03,22.58,45167600,380,128200,38000,1282
STAC M,2015-02,-3.13,310000,310,1000,31000,10
STAC M,2015-01,-5.88,1694000,320,5200,32000,52
STAC M,2014-12,0.29,72541250,340,214900,34000,2149
STAC M,2014-11,71.21,17209245,339,62100,33900,621
STAC M,2014-10,-1.0,4174210,198,20900,19800,209
STAC M,2014-09,0.0,2372900,200,11800,20000,118
STAC M,2014-08,1.01,2772445,200,13800,20000,138
STAC M,2014-07,-7.48,870145,198,4100,19795,41
STAC M,2014-06,-14.4,434770,214,1900,21400,19
STAC M,2014-05,8.7,330900,250,1400,25000,14
STAC M,2014-04,-14.18,1107930,230,4400,23000,44
STAC M,2014-03,-22.54,3171465,268,10000,26825,100
STAC M,2014-02,53.78,6677450,346,26800,34550,268
STAC M,2014-01,40.63,2348425,225,12800,22500,128
STAC M,2013-12,15.11,513700,160,3300,16000,33
STAC M,2013-11,15.83,3257370,139,26900,13865,269
STAC M,2013-10,0.0,312000,120,2600,12000,26
STAC M,2013-09,-14.29,714750,120,5600,12000,56
STAC M,2013-08,0.0,196000,140,1400,14000,14
STAC M,2013-07,0.0,1678780,140,11800,14000,118
STAC M,2013-06,68.67,2506020,140,25500,13985,255
STAC M,2013-05,6.41,90000,83,1100,8340,11
STAC M,2013-04,0.0,2111600,78,25600,7760,256
STAC M,2013-03,0.0,15600,78,200,7800,2
STAC M,2013-02,0.0,234000,78,3000,7800,30
STAC M,2013-01,-7.14,535200,78,6800,7800,68
STAC M,2012-12,0.0,8400,84,100,8400,1
STAC M,2012-11,-1.18,1996080,84,23600,8400,236
STAC M,2012-10,44.07,2194400,85,28300,8460,283
STAC M,2012-09,13.46,2078095,59,37100,5900,371
STAC M,2012-08,15.56,523705,52,11000,5195,110
STAC M,2012-07,2.27,611210,45,13800,4500,138
STAC M,2012-06,0.0,26340,44,600,4390,6
STAC M,2012-03,-8.33,109620,44,2400,4390,24
STAC M,2012-02,0.0,163200,48,3400,4800,34
STAC M,2011-12,-4.0,264000,48,5500,4800,55
STAC M,2011-11,0.0,2829775,50,56600,4995,566
STAC M,2011-10,42.86,641750,50,13900,5000,139
STAC M,2011-09,20.69,350000,35,10000,3500,100
STAC M,2011-08,0.0,870090,29,29900,2910,299
STAC M,2011-07,-21.62,6273085,29,195200,2910,1952
STAC M,2011-06,-7.5,47645,37,1300,3665,13
STAC M,2011-05,-13.04,158400,40,4000,3960,40
STAC M,2010-09,0.0,60125,46,1300,4625,13
STAC M,2010-08,0.0,203500,46,4400,4625,44
STAC M,2010-07,0.0,124875,46,2700,4625,27
STAC M,2010-05,0.0,4625,46,100,4625,1
STAC M,2010-04,0.0,4625,46,100,4625,1
STAC M,2010-02,-8.0,55500,46,1200,4625,12
STAC M,2009-12,0.0,85000,50,1700,5000,17
STAC M,2009-10,0.0,50000,50,1000,5000,10
STAC M,2009-08,0.0,175000,50,3500,5000,35
STAC M,2009-07,0.0,445100,50,8900,5000,89
STAC M,2009-01,0.0,10000,50,200,5000,2
STAC M,2008-12,-16.67,4508500,50,88500,5000,885
STAC M,2008-11,9.09,1144300,60,19100,6000,191
STAC M,2008-10,34.15,1298920,55,24200,5500,242
STAC M,2008-08,-4.65,6462625,41,154900,4100,1549
STAC M,2008-07,0.0,38745,43,900,4305,9
STAC M,2008-06,-8.51,64575,43,1500,4305,15
STAC M,2008-05,-31.88,197550,47,4000,4650,40
STAC M,2007-07,0.0,198650,69,2900,6850,29
STAC M,2007-06,0.0,383600,69,5600,6850,56
STAC M,2007-02,0.0,6900,69,100,6900,1
STAC M,2004-02,-1.43,448500,69,6500,6900,65
STAC M,2003-12,0.0,27800,70,400,6950,4
STAC M,2002-03,0.0,6950,70,100,6950,1
STAC M,2001-05,0.0,6950,70,100,6950,1
STAC M,2001-04,0.0,208500,70,3000,6950,30
STAC M,2001-03,-5.41,114760,70,1600,7000,16
STAC M,2001-01,-1.33,625685,74,8400,7400,84
STAC M,2000-07,-7.41,150000,75,2000,7500,20
STAC M,1999-08,0.0,672300,81,8300,8100,83
STAC M,1999-07,0.0,1198800,81,14800,8100,148
STAC M,1999-06,0.0,137700,81,1700,8100,17
STAC M,1999-05,0.0,97200,81,1200,8100,12
STAC M,1999-04,0.0,194400,81,2400,8100,24
STAC M,1999-03,-5.81,6117650,81,76200,8100,762
STAC M,1999-02,0.0,1401970,86,16300,8610,163
STAC M,1999-01,0.0,137600,86,1600,8600,16
STAC M,1998-12,7.5,6361700,86,74100,8600,741
STAC M,1998-11,0.0,24000,80,300,8000,3
STAC M,1998-10,,2703500,80,29300,8000,293
STBC M,2025-09,1.06,181466425,19100,9590,19100,9590
STBC M,2025-08,-4.01,939223775,18900,46183,18900,46183
STBC M,2025-07,9.69,2028102975,19690,105979,19690,105979
STBC M,2025-06,2.54,1449972655,17950,81417,17950,81417
STBC M,2025-05,80.56,1613962525,17505,108433,17505,108433
STBC M,2025-04,-2.56,149287745,9695,15615,9695,15615
STBC M,2025-03,17.06,225840575,9950,23676,9950,23676
STBC M,2025-02,13.33,169899970,8500,21356,8500,21356
STBC M,2025-01,2.74,348884750,7500,47579,7500,47579
STBC M,2024-12,0.0,243331040,7300,33443,7300,33443
STBC M,2024-11,4.29,180893545,7300,25189,7300,25189
STBC M,2024-10,-1.41,1791279070,7000,257628,7000,257628
STBC M,2024-09,1.43,444149695,7100,65734,7100,65734
STBC M,2024-08,3.24,115114155,7000,17140,7000,17140
STBC M,2024-07,-9.54,485025970,6780,69439,6780,69439
STBC M,2024-06,4.17,458966445,7495,66375,7495,66375
STBC M,2024-05,4.28,64420715,7195,9504,7195,9504
STBC M,2024-04,1.47,88657720,6900,13660,6900,13660
STBC M,2024-03,10.57,154902530,6800,24279,6800,24279
STBC M,2024-02,2.5,64859830,6150,10728,6150,10728
STBC M,2024-01,0.93,6420385,6000,1112,6000,1112
STBC M,2023-12,-4.11,87478990,5945,15376,5945,15376
STBC M,2023-11,1.64,34439400,6200,5794,6200,5794
STBC M,2023-10,-1.61,20747125,6100,3419,6100,3419
STBC M,2023-09,1.72,82513125,6200,13923,6200,13923
STBC M,2023-08,-8.35,111729215,6095,18309,6095,18309
STBC M,2023-07,5.06,260970720,6650,40503,6650,40503
STBC M,2023-06,-1.78,119678170,6330,19352,6330,19352
STBC M,2023-05,-2.35,12564055,6445,1986,6445,1986
STBC M,2023-04,-0.75,38862185,6600,5828,6600,5828
STBC M,2023-03,2.39,219788405,6650,33334,6650,33334
STBC M,2023-02,1.25,74666550,6495,11887,6495,11887
STBC M,2023-01,-6.35,24769950,6415,3785,6415,3785
STBC M,2022-12,34.31,83650990,6850,13492,6850,13492
STBC M,2022-11,-20.25,74189395,5100,13742,5100,13742
STBC M,2022-10,7.75,85851190,6395,13937,6395,13937
STBC M,2022-09,14.35,385323060,5935,77312,5935,77312
STBC M,2022-08,-13.36,363589030,5190,71937,5190,71937
STBC M,2022-07,-4.16,101064815,5990,17303,5990,17303
STBC M,2022-06,-0.79,240138195,6250,41026,6250,41026
STBC M,2022-05,-4.83,95821520,6300,15496,6300,15496
STBC M,2022-04,2.64,193776090,6620,31997,6620,31997
STBC M,2022-03,12.27,72713645,6450,12390,6450,12390
STBC M,2022-02,-4.01,176641980,5745,30298,5745,30298
STBC M,2022-01,-3.16,57465095,5985,9753,5985,9753
STBC M,2021-12,5.73,198986035,6180,34487,6180,34487
STBC M,2021-11,19.16,141787445,5845,28780,5845,28780
STBC M,2021-10,14.07,80083425,4905,18177,4905,18177
STBC M,2021-09,16.06,82206175,4300,21859,4300,21859
STBC M,2021-08,5.86,295307050,3705,85096,3705,85096
STBC M,2021-07,7.69,205783475,3500,60786,3500,60786
STBC M,2021-06,-6.07,572678365,3250,168877,3250,168877
STBC M,2021-05,208.93,126655035,3460,52878,3460,52878
STBC M,2021-04,60.0,18323225,1120,23468,1120,23468
STBC M,2021-03,0.0,37705400,700,53037,700,53037
STBC M,2021-02,-0.71,7140150,700,9306,700,9306
STBC M,2021-01,33.02,4771605,705,8340,705,8340
STBC M,2020-12,11.58,1292660,530,2714,530,2714
STBC M,2020-11,-2.06,263545345,475,583378,475,583378
STBC M,2020-10,-1.02,984220,485,1999,485,1999
STBC M,2020-09,-7.55,163835860,490,334542,490,334542
STBC M,2020-08,-13.11,11967165,530,21395,530,21395
STBC M,2020-07,5.17,2950290,610,5001,610,5001
STBC M,2020-06,16.0,6044185,580,10365,580,10365
STBC M,2020-05,-4.76,37922265,500,74814,500,74814
STBC M,2020-04,5.0,119645845,525,243829,525,243829
STBC M,2020-03,-10.71,28623130,500,53557,500,53557
STBC M,2020-02,-1.75,6473000,560,10974,560,10974
STBC M,2020-01,-5.79,14116000,570,23733,570,23733
STBC M,2019-12,-13.57,18293430,605,28515,605,28515
STBC M,2019-11,-13.58,26057450,700,34853,700,34853
STBC M,2019-10,-12.43,13867600,810,16845,810,16845
STBC M,2019-09,8.82,15384330,925,18084,925,18084
STBC M,2019-08,-15.0,21035490,850,22687,850,22687
STBC M,2019-07,-15.97,19146250,1000,18210,1000,18210
STBC M,2019-06,-0.83,2659010,1190,2282,1190,2282
STBC M,2019-05,-2.44,7294215,1200,5822,1200,5822
STBC M,2019-04,17.14,11470615,1230,10875,1230,10875
STBC M,2019-03,-17.65,10099165,1050,9082,1050,9082
STBC M,2019-02,-17.21,250757450,1275,196656,1275,196656
STBC M,2019-01,-16.08,522080,1540,284,1540,284
STBC M,2018-12,40.08,7776640,1835,5516,1835,5516
STBC M,2018-11,-2.6,10905220,1310,8286,1310,8286
STBC M,2018-10,-24.44,39785480,1345,26105,1345,26105
STBC M,2018-09,-11.0,4162460,1780,2317,1780,2317
STBC M,2018-08,2.04,254722845,2000,127350,2000,127350
STBC M,2018-07,-14.78,11657865,1960,5439,1960,366
STBC M,2018-06,-2.13,359909160,2300,155100,46000,7755
STBC M,2018-05,-9.62,74257095,2350,30800,47000,1540
STBC M,2018-04,-2.8,283876330,2600,108280,52000,5414
STBC M,2018-03,-2.73,372557515,2675,137360,53500,6868
STBC M,2018-02,-11.26,359909380,2750,124480,55000,6224
STBC M,2018-01,-13.92,348280000,3099,112020,61975,5601
STBC M,2017-12,-7.69,234273620,3600,60120,72000,3006
STBC M,2017-11,0.39,83454410,3900,21400,78000,1070
STBC M,2017-10,-0.38,40688600,3885,10440,77700,522
STBC M,2017-09,-4.88,70119565,3900,17980,78000,899
STBC M,2017-08,17.14,124712645,4100,30920,82000,1546
STBC M,2017-07,-5.41,169714630,3500,46160,70000,2308
STBC M,2017-06,-3.9,1237478060,3700,333860,74000,16693
STBC M,2017-05,-22.21,170443985,3850,47340,77000,2367
STBC M,2017-04,-7.06,102304325,4949,19040,98975,952
STBC M,2017-03,-14.11,543137375,5325,93060,106500,4653
STBC M,2017-02,-11.43,61573420,6200,9580,124000,479
STBC M,2017-01,-6.67,171183000,7000,23820,140000,1191
STBC M,2016-12,-3.23,1812948325,7500,245540,150000,12277
STBC M,2016-11,3.33,202522070,7750,27480,155000,1374
STBC M,2016-10,-3.85,295294800,7500,39640,150000,1982
STBC M,2016-09,1.3,690510255,7800,90980,156000,4549
STBC M,2016-08,-4.5,85250795,7700,11120,154000,556
STBC M,2016-07,-2.27,214939880,8063,27740,161250,1387
STBC M,2016-06,-6.78,350414360,8250,42000,165000,2100
STBC M,2016-05,-1.67,315859740,8850,34360,177000,1718
STBC M,2016-04,5.88,339155485,9000,38700,180000,1935
STBC M,2016-03,8.89,88864635,8500,10820,170000,541
STBC M,2016-02,-2.43,655076015,7806,83160,156115,4158
STBC M,2016-01,2.56,217497575,8000,27860,160000,1393
STBC M,2015-12,-0.64,495768470,7800,63240,156000,3162
STBC M,2015-11,0.96,927866350,7850,119060,157000,5953
STBC M,2015-10,1.26,354361475,7775,45620,155500,2281
STBC M,2015-09,2.31,675565250,7678,88500,153550,4425
STBC M,2015-08,1.42,203433780,7505,26960,150100,1348
STBC M,2015-07,0.0,510673250,7400,68920,148000,3446
STBC M,2015-06,4.59,366631275,7400,49640,148000,2482
STBC M,2015-05,-6.91,448566980,7075,63060,141500,3153
STBC M,2015-04,3.4,287027075,7600,45200,152000,2260
STBC M,2015-03,-8.13,237738700,7350,31100,147000,1555
STBC M,2015-02,5.26,268412565,8000,35680,160000,1784
STBC M,2015-01,-4.4,135888535,7600,17120,152000,856
STBC M,2014-12,12.93,179802375,7950,24860,158990,1243
STBC M,2014-11,19.32,494015220,7040,69260,140800,3463
STBC M,2014-10,-9.23,402335000,5900,61100,118000,3055
STBC M,2014-09,-4.41,211429700,6500,32260,130000,1613
STBC M,2014-08,3.03,449874580,6800,68480,136000,3424
STBC M,2014-07,-0.29,364907475,6600,57380,132000,2869
STBC M,2014-06,15.11,350875510,6619,52280,132375,2614
STBC M,2014-05,-2.54,81364260,5750,14000,115000,700
STBC M,2014-04,-1.58,32824440,5900,5560,118000,278
STBC M,2014-03,-0.08,46027900,5995,7700,119900,385
STBC M,2014-02,0.0,118674610,6000,19420,120000,971
STBC M,2014-01,-2.91,101465400,6000,17040,120000,852
STBC M,2013-12,15.49,42861345,6180,7380,123600,369
STBC M,2013-11,0.58,71165445,5351,13340,107015,667
STBC M,2013-10,1.33,37679745,5320,7040,106405,352
STBC M,2013-09,0.0,129010845,5250,24680,105000,1234
STBC M,2013-08,-0.02,300336225,5250,57900,105000,2895
STBC M,2013-07,0.02,107008835,5251,20380,105010,1019
STBC M,2013-06,2.94,75332210,5250,14700,105005,735
STBC M,2013-05,-0.49,186633625,5100,38020,102000,1901
STBC M,2013-04,2.5,576442500,5125,112380,102500,5619
STBC M,2013-03,-9.09,367368750,5000,78620,100000,3931
STBC M,2013-02,10.0,173214515,5500,33260,110000,1663
STBC M,2013-01,14.94,135263995,5000,29100,100005,1455
STBC M,2012-12,6.75,43623170,4350,10440,87000,522
STBC M,2012-11,5.16,123553660,4075,27200,81500,1360
STBC M,2012-10,0.0,55858180,3875,14520,77505,726
STBC M,2012-09,3.33,36903460,3875,9980,77500,499
STBC M,2012-08,6.81,43750900,3750,11780,75000,589
STBC M,2012-07,0.03,69178010,3511,19660,70210,983
STBC M,2012-06,4.74,111651800,3510,32360,70200,1618
STBC M,2012-05,3.11,19691450,3351,6020,67010,301
STBC M,2012-04,-14.47,57817000,3250,16720,65000,836
STBC M,2012-03,18.75,38614715,3800,10240,76000,512
STBC M,2012-02,0.79,15027685,3200,4720,64000,236
STBC M,2012-01,-0.78,46212880,3175,14540,63505,727
STBC M,2011-12,0.0,39567140,3200,12700,64000,635
STBC M,2011-11,6.67,32439400,3200,10660,64000,533
STBC M,2011-10,0.0,214807090,3000,71620,60000,3581
STBC M,2011-09,0.0,109517560,3000,36520,60000,1826
STBC M,2011-08,-1.64,44933925,3000,14940,60000,747
STBC M,2011-07,-4.69,52799400,3050,17060,61000,853
STBC M,2011-06,6.67,112261400,3200,36640,64000,1832
STBC M,2011-05,-4.76,107750800,3000,35640,60000,1782
STBC M,2011-02,1.61,17071000,3150,5420,63000,271
STBC M,2011-01,7.83,14817000,3100,4900,62000,245
STBC M,2010-12,0.0,114358650,2875,39300,57500,1965
STBC M,2010-11,-4.17,30935325,2875,10720,57505,536
STBC M,2010-10,13.21,65910000,3000,21260,60000,1063
STBC M,2010-09,0.19,65394140,2650,23680,53000,1184
STBC M,2010-08,11.13,27913915,2645,10940,52900,547
STBC M,2010-07,-4.8,160897025,2380,67980,47605,3399
STBC M,2010-06,11.11,16287180,2500,7080,50000,354
STBC M,2010-05,0.0,69929770,2250,31080,45000,1554
STBC M,2010-04,-19.06,79836765,2250,31120,44995,1556
STBC M,2010-03,22.09,251347095,2780,85560,55600,4278
STBC M,2010-02,1.43,8710770,2277,3820,45535,191
STBC M,2010-01,-7.04,47998700,2245,21340,44900,1067
STBC M,2009-12,-1.43,48549150,2415,21400,48300,1070
STBC M,2009-11,-1.01,23463150,2450,9560,49000,478
STBC M,2009-10,4.21,58965935,2475,23920,49500,1196
STBC M,2009-09,1.06,28286150,2375,12020,47500,601
STBC M,2009-08,2.84,15597250,2350,6860,47000,343
STBC M,2009-07,1.56,32312240,2285,14260,45700,713
STBC M,2009-06,-9.89,7285030,2250,3140,45000,157
STBC M,2009-04,-11.14,11660600,2497,4200,49935,210
STBC M,2009-03,-0.53,64009500,2810,22760,56205,1138
STBC M,2009-02,-8.72,18710775,2825,6600,56505,330
STBC M,2009-01,-0.74,29422400,3095,9540,61900,477
STBC M,2008-12,13.38,17320745,3118,6420,62350,321
STBC M,2008-11,-9.84,47001375,2750,16800,55000,840
STBC M,2008-10,-0.03,20130615,3050,6600,61000,330
STBC M,2008-09,0.03,32460770,3051,10280,61010,514
STBC M,2008-08,0.83,44312135,3050,14560,61000,728
STBC M,2008-07,8.04,92395800,3025,30460,60500,1523
STBC M,2008-06,-0.39,17258050,2800,6260,56000,313
STBC M,2008-05,6.08,51436080,2811,18340,56210,917
STBC M,2008-04,-11.67,119264965,2650,44940,53005,2247
STBC M,2008-03,7.14,16005000,3000,5520,60000,276
STBC M,2008-02,12.0,29564410,2800,11260,56000,563
STBC M,2008-01,0.0,23653800,2500,9300,50000,465
STBC M,2007-12,-2.15,13325000,2500,5280,50000,264
STBC M,2007-11,15.35,31783970,2555,13320,51100,666
STBC M,2007-10,-11.36,48020070,2215,20980,44300,1049
STBC M,2007-09,4.13,63493555,2499,25300,49985,1265
STBC M,2007-08,11.63,27128335,2400,12040,48000,602
STBC M,2007-07,-3.8,16418465,2150,7860,43000,393
STBC M,2007-06,1.13,30368920,2235,13860,44700,693
STBC M,2007-05,10.5,7887990,2210,3660,44200,183
STBC M,2007-04,-14.89,17628620,2000,7880,40000,394
STBC M,2007-03,3.98,84184440,2350,34680,47000,1734
STBC M,2007-02,12.55,6862400,2260,3200,45200,160
STBC M,2007-01,0.4,2125835,2008,1060,40155,53
STBC M,2006-12,-1.53,64218500,2000,32020,40000,1601
STBC M,2006-11,-2.12,65391380,2031,32380,40610,1619
STBC M,2006-10,-6.74,30204525,2075,14040,41500,702
STBC M,2006-09,-0.27,31649475,2225,14180,44500,709
STBC M,2006-08,11.55,45939570,2231,21520,44615,1076
STBC M,2006-07,6.67,14072060,2000,7420,40000,371
STBC M,2006-06,7.14,10729600,1875,5760,37500,288
STBC M,2006-05,-10.26,19395000,1750,10500,35000,525
STBC M,2006-04,-18.75,115435155,1950,47880,39000,2394
STBC M,2006-03,39.29,61697975,2400,33200,48000,1660
STBC M,2006-02,0.0,65076050,1723,37780,34450,1889
STBC M,2006-01,-4.28,31230800,1723,17440,34450,872
STBC M,2005-12,0.0,74239060,1800,40960,36000,2048
STBC M,2005-11,0.0,21677000,1800,11960,36000,598
STBC M,2005-10,-5.26,17364940,1800,9640,36000,482
STBC M,2005-09,0.64,14354045,1900,7560,38000,378
STBC M,2005-08,0.16,12748150,1888,6760,37750,338
STBC M,2005-07,1.89,10443800,1885,5560,37700,278
STBC M,2005-06,5.71,1036000,1850,560,37000,28
STBC M,2005-05,-17.65,7792560,1750,4300,35000,215
STBC M,2005-04,6.25,20751145,2125,10120,42500,506
STBC M,2005-03,8.7,115325220,2000,63060,40000,3153
STBC M,2005-01,-8.0,551850,1840,300,36790,15
STBC M,2004-12,45.45,18847400,2000,9920,40000,496
STBC M,2004-11,0.0,4868340,1375,3540,27500,177
STBC M,2004-10,-16.67,20253400,1375,13840,27500,692
STBC M,2004-09,0.0,16181000,1650,9780,33000,489
STBC M,2004-08,0.0,10750000,1650,6540,33000,327
STBC M,2004-07,0.0,17589000,1650,10660,33000,533
STBC M,2004-06,-14.29,22503885,1650,13280,33000,664
STBC M,2004-05,-3.75,3583500,1925,1860,38500,93
STBC M,2004-04,-4.76,5402000,2000,2620,40000,131
STBC M,2004-03,23.53,378085560,2100,170720,42000,8536
STBC M,2004-02,-12.51,303340480,1700,155900,34000,7795
STBC M,2004-01,-21.43,6487450,1943,3160,38850,158
STBC M,2003-12,15.02,31650000,2473,13100,49460,655
STBC M,2003-10,0.56,9009400,2150,4760,43000,238
STBC M,2003-09,15.57,4682025,2138,2240,42750,112
STBC M,2003-08,-7.5,12590090,1850,6740,37000,337
STBC M,2003-07,-9.09,10710050,2000,5120,39995,256
STBC M,2003-06,-8.14,1452000,2200,660,44000,33
STBC M,2003-05,6.44,2293300,2395,980,47900,49
STBC M,2003-04,-6.25,41680000,2250,18700,45000,935
STBC M,2003-03,0.0,480000,2400,200,48000,10
STBC M,2003-02,0.0,480000,2400,200,48000,10
STBC M,2003-01,0.0,17163000,2400,7620,48000,381
STBC M,2002-12,0.0,11792000,2400,4760,48000,238
STBC M,2002-11,20.0,6949900,2400,3040,48000,152
STBC M,2002-10,-10.11,48745255,2000,24240,40000,1212
STBC M,2002-09,11.25,33424565,2225,16520,44500,826
STBC M,2002-08,0.0,20921905,2000,10460,40000,523
STBC M,2002-07,0.0,33005690,2000,16660,40000,833
STBC M,2002-06,-6.85,4958600,2000,2360,40000,118
STBC M,2002-05,-11.46,3866900,2147,1700,42940,85
STBC M,2002-04,4.93,7231160,2425,2960,48490,148
STBC M,2002-03,12.73,32342250,2311,16140,46225,807
STBC M,2002-02,-12.77,52014000,2050,24940,41000,1247
STBC M,2002-01,-24.32,20387000,2350,8380,47000,419
STBC M,2001-12,51.46,80306050,3105,32820,62105,1641
STBC M,2001-11,-1.2,95115000,2050,46380,41000,2319
STBC M,2001-10,3.75,46268250,2075,22720,41500,1136
STBC M,2001-09,0.5,42764525,2000,21660,40000,1083
STBC M,2001-08,-7.44,36391440,1990,18120,39795,906
STBC M,2001-07,-4.44,18549955,2150,8300,43000,415
STBC M,2001-06,-6.25,25302470,2250,10980,44990,549
STBC M,2001-05,-4.0,18226000,2400,7340,48000,367
STBC M,2001-04,-13.97,17046600,2500,6440,50000,322
STBC M,2001-03,-0.65,186533870,2906,64320,58120,3216
STBC M,2001-02,0.86,129654500,2925,44700,58500,2235
STBC M,2001-01,-3.33,65867180,2900,22700,58000,1135
STBC M,2000-12,1.69,42719935,3000,14240,59995,712
STBC M,2000-11,1.9,70100205,2950,24200,59000,1210
STBC M,2000-10,-3.5,41405640,2895,14240,57895,712
STBC M,2000-09,0.0,6360000,3000,2120,60000,106
STBC M,2000-08,-13.04,1067266650,3000,342160,60000,17108
STBC M,2000-07,-5.48,28175000,3450,8080,69000,404
STBC M,2000-06,0.0,291980,3650,80,72995,4
STBC M,2000-05,0.0,4744675,3650,1300,72995,65
STBC M,2000-04,-0.68,10004300,3650,2740,73000,137
STBC M,2000-03,-1.34,86118625,3675,23420,73500,1171
STBC M,2000-02,-3.25,269910425,3725,71940,74500,3597
STBC M,2000-01,-14.44,15476200,3850,3980,77000,199
STBC M,1999-12,16.88,25725000,4500,6580,89990,329
STBC M,1999-11,-3.75,18221410,3850,4760,77000,238
STBC M,1999-10,8.11,140564090,4000,35300,80000,1765
STBC M,1999-09,0.27,35743785,3700,9660,74005,483
STBC M,1999-08,1.79,41377620,3690,11320,73800,566
STBC M,1999-07,-5.84,25390000,3625,7120,72500,356
STBC M,1999-06,-7.52,64456310,3850,16740,77000,837
STBC M,1999-04,-7.49,12993750,4163,2940,83250,147
STBC M,1999-03,-5.26,85140000,4500,18920,90000,946
STBC M,1999-02,-5.0,85130000,4750,17960,95000,898
STBC M,1999-01,11.11,23285980,5000,4740,100000,237
STBC M,1998-12,20.0,604524000,4500,143760,90000,7188
STBC M,1998-11,-25.0,124485050,3750,35400,75000,1770
STBC M,1998-10,19.05,191264200,5000,42240,100000,2112
STBC M,1998-09,,22923375,4200,5660,84000,283
SVOC M,2019-05,0.0,2395,2395,1,2395,1
SVOC M,2019-04,0.0,23950,2395,10,2395,10
SVOC M,2019-03,-2.24,43150,2395,18,2395,18
SVOC M,2019-02,0.0,2450,2450,1,2450,1
SVOC M,2019-01,-2.0,82290,2450,33,2450,33
SVOC M,2018-12,0.0,7495,2500,3,2500,3
SVOC M,2018-11,-1.96,260120,2500,104,2500,104
SVOC M,2018-10,-1.73,212960,2550,83,2550,83
SVOC M,2018-09,-3.71,186995,2595,71,2595,71
SVOC M,2018-08,-7.07,150085,2695,53,2695,53
SVOC M,2018-07,0.0,751100,2900,259,2900,259
SVOC M,2018-06,-2.68,290000,2900,100,2900,100
SVOC M,2018-05,-10.51,314460,2980,102,2980,102
SVOC M,2018-04,11.0,666155,3330,229,3330,229
SVOC M,2018-03,0.0,165520,3000,57,3000,57
SVOC M,2018-02,-4.76,598700,3000,193,3000,193
SVOC M,2018-01,-1.72,339170,3150,106,3150,106
SVOC M,2017-12,-7.37,22690,3205,7,3205,7
