Ticker,Période_détail,Période,CA_PNB,Total Bilan,RE_RBE,Résultat Net,Capitaux propres
CBIBF,T3,2019,41463000000.0,,27441000000.0,20564000000.0,
CBIBF,T3,2018,41327000000.0,,,19164000000.0,
CBIBF,T3,2017,34080000000.0,,,16819000000.0,
CBIBF,T3,2016,25421000000.0,,,13007000000.0,
CFAC,An,2024,158313246307.0,85012929523.0,7846693699.0,4693479450.0,
CFAC,An,2023,180161567179.0,87382395802.0,11108927577.0,6399494092.0,
CFAC,An,2022,146375310833.0,86632701302.0,9880523627.0,5533563559.0,
CFAC,An,2021,119731739139.0,66380321677.0,9408220777.0,6710916633.0,
CFAC,An,2020,99126215810.0,54494286602.0,5450011658.0,3779508079.0,
CFAC,An,2019,103289818986.0,58521584102.0,7482882635.0,5255468516.0,
CFAC,An,2018,97870689715.0,55583491203.0,8327956428.0,6489294992.0,
CFAC,An,2017,89981777048.0,58019897268.0,5941098870.0,4067139922.0,
CFAC,An,2016,65079283129.0,50368555628.0,5794061784.0,4094266129.0,
CFAC,An,2015,75268877329.0,59589799995.0,6177515567.0,4630508748.0,
CFAC,S1,2024,76995261000.0,,3730376000.0,2145251000.0,
CFAC,S1,2023,91085234000.0,,6103108000.0,3712447000.0,
CFAC,S1,2022,64533151000.0,,4409515000.0,2720415000.0,
CFAC,S1,2021,56857538000.0,,4903711000.0,3718656000.0,
CFAC,S1,2020,44358902000.0,,2037327000.0,1329824000.0,
CFAC,S1,2019,50975334000.0,,3741230000.0,2598508000.0,
CFAC,S1,2018,48391596000.0,,4291342000.0,2895889000.0,
CFAC,S1,2017,42105453000.0,,2420327000.0,1567736000.0,
CFAC,T1,2024,40320709406.0,,1967745868.0,1010141198.0,
CFAC,T1,2023,47003983941.0,,2496846390.0,1217413707.0,
CFAC,T1,2022,28690078993.0,,1068442226.0,380640740.0,
CFAC,T1,2021,28548704142.0,,3268661529.0,2753828308.0,
CFAC,T1,2020,26201333205.0,,2038334086.0,1432562530.0,
CFAC,T1,2019,26007467.0,,2223622.0,1563471.0,
CFAC,T1,2018,25428713.0,,2915382.0,2153858.0,
CFAC,T1,2017,15574058.0,,666167.0,424640.0,
CFAC,T3,2022,40463427766.0,,3127869483.0,1894806089.0,
CFAC,T3,2021,30313663755.0,,1990246144.0,1268245399.0,
CFAC,T3,2018,24275538865.0,,2010587961.0,1362597878.0,
CFAC,T3,2017,23668063925.0,,2054137504.0,1394992811.0,
CFAC,T3,2016,14742728987.0,,1157998418.0,703045843.0,
CIEC,An,2024,263294000000.0,2019136000000.0,16591000000.0,10101000000.0,
CIEC,An,2023,257218000000.0,1975051000000.0,16460000000.0,10633000000.0,
CIEC,An,2022,238854000000.0,1816387000000.0,15677000000.0,9819000000.0,
CIEC,An,2021,231783000000.0,1679593000000.0,15449000000.0,9757000000.0,
CIEC,An,2020,722628000000.0,1237732000000.0,22771000000.0,16170000000.0,
CIEC,An,2019,666829019000.0,1049470379000.0,10338703000.0,6534424000.0,
CIEC,An,2018,587236382000.0,928358908000.0,6976049000.0,4929701000.0,
CIEC,An,2017,593261420000.0,890899990000.0,3562398000.0,1986976000.0,
CIEC,An,2016,589635477000.0,1048196773000.0,14210307000.0,10780309000.0,
CIEC,An,2015,500366889000.0,848845496000.0,10815241000.0,8219879000.0,
CIEC,S1,2024,113520000000.0,,7243000000.0,4495000000.0,
CIEC,S1,2023,114672000000.0,,7918000000.0,4059000000.0,
CIEC,S1,2022,113465000000.0,,8363000000.0,5391000000.0,
CIEC,S1,2021,109101000000.0,,7894000000.0,4263000000.0,
CIEC,S1,2020,333149000000.0,,6165000000.0,3658000000.0,
CIEC,S1,2019,313444000000.0,,5858000000.0,3042000000.0,
CIEC,S1,2018,266293000000.0,,3225000000.0,1956000000.0,
CIEC,S1,2017,289965000000.0,,2648000000.0,1320000000.0,
CIEC,S1,2016,268062000000.0,,,7597000000.0,
CIEC,T1,2024,54206000000.0,,3624000000.0,2633000000.0,
CIEC,T1,2023,52271000000.0,,3002000000.0,1124000000.0,
CIEC,T1,2020,168481000000.0,,3135000000.0,1717000000.0,
CIEC,T1,2019,154272000000.0,,3156000000.0,1992000000.0,
CIEC,T1,2018,146076000000.0,,862000000.0,627000000.0,
CIEC,T3,2023,180556000000.0,,11981000000.0,6412000000.0,
CIEC,T3,2022,175419000000.0,,11484000000.0,7029000000.0,
CIEC,T3,2018,418454000000.0,,3056000000.0,1757000000.0,
CIEC,T3,2017,434685000000.0,,1869000000.0,579000000.0,
ECOC,An,2024,122316000000.0,2050681000000.0,67339000000.0,57477000000.0,
ECOC,An,2023,110189000000.0,1953299000000.0,60314000000.0,48071000000.0,
ECOC,An,2022,99155000000.0,1901235000000.0,54150000000.0,44598000000.0,
ECOC,An,2021,90545000000.0,1677707000000.0,47899000000.0,34304000000.0,
ECOC,An,2020,86521000000.0,1602345000000.0,42917000000.0,30018000000.0,
ECOC,An,2019,83400000000.0,1494457000000.0,39343000000.0,25365000000.0,
ECOC,An,2018,84822000000.0,1467881000000.0,38920000000.0,20707000000.0,
ECOC,An,2017,74117000000.0,1481553000000.0,33100000000.0,22835000000.0,
ECOC,An,2016,69997000000.0,1332410000000.0,,21898000000.0,
ECOC,An,2015,65390000000.0,1071489000000.0,,16961000000.0,
ECOC,S1,2024,58785000000.0,1854163000000.0,33053000000.0,25394000000.0,
ECOC,S1,2023,53158000000.0,1820797000000.0,30768000000.0,23922000000.0,
ECOC,S1,2022,45650000000.0,1641965000000.0,24874000000.0,17726000000.0,
ECOC,S1,2021,42268000000.0,1550394000000.0,22525000000.0,14740000000.0,
ECOC,S1,2020,39079000000.0,1374237000000.0,17901000000.0,12489000000.0,
ECOC,S1,2019,40239000000.0,,18590000000.0,12886000000.0,
ECOC,S1,2018,41662000000.0,,18867000000.0,11790000000.0,
ECOC,S1,2017,35636000000.0,,15016000000.0,10200000000.0,
ECOC,T1,2024,28082000000.0,1953547000000.0,,12404000000.0,
ECOC,T1,2023,25769000000.0,1748380000000.0,,11510000000.0,
ECOC,T1,2022,21245000000.0,1566368000000.0,11100000000.0,8493000000.0,
ECOC,T1,2021,22653000000.0,,12521000000.0,8481000000.0,
ECOC,T1,2020,19798000000.0,,8814000000.0,5062000000.0,
ECOC,T1,2019,19327000000.0,,8433000000.0,6388000000.0,
ECOC,T1,2018,18933000000.0,,,4969000000.0,
ECOC,T1,2017,16923000000.0,,,4577000000.0,
ECOC,T3,2024,86623000000.0,1754771000000.0,,38491000000.0,
ECOC,T3,2023,79715000000.0,1740673000000.0,,36296000000.0,
ECOC,T3,2022,70099000000.0,1683893000000.0,38764000000.0,28386000000.0,
ECOC,T3,2021,65312000000.0,,35155000000.0,24389000000.0,
ECOC,T3,2020,62295000000.0,,30052000000.0,22856000000.0,
ECOC,T3,2019,60606000000.0,,27264000000.0,17986000000.0,
ECOC,T3,2018,60886000000.0,,26804000000.0,12200000000.0,
ECOC,T3,2017,56369000000.0,,25764000000.0,16672000000.0,
ECOC,T3,2016,51634000000.0,,21536000000.0,14571000000.0,
ETIT,An,2024,1268402000000.0,17650776000000.0,595831000000.0,299706000000.0,
ETIT,An,2023,1251677000000.0,16164541000000.0,576877000000.0,246811000000.0,
ETIT,An,2022,1161428000000.0,17837510000000.0,492148000000.0,228750000000.0,
ETIT,An,2021,974058000000.0,15962697000000.0,,198151000000.0,
ETIT,An,2020,966891000000.0,13866171000000.0,,50837000000.0,
ETIT,An,2019,950264000000.0,13804166000000.0,321515000000.0,161047000000.0,
ETIT,An,2018,1014373000000.0,12891547000000.0,390374000000.0,138487000000.0,
ETIT,An,2017,1014872000000.0,12268963000000.0,387756000000.0,126656000000.0,
ETIT,An,2016,1178443000000.0,12763796000000.0,,-122464000000.0,
ETIT,An,2015,1251145000000.0,23553919000000.0,,107464000000.0,
ETIT,S1,2024,602720000000.0,,279820000000.0,137814000000.0,
ETIT,S1,2023,629215000000.0,,,130830000000.0,
ETIT,S1,2022,545943000000.0,,,111265000000.0,
ETIT,S1,2021,448679000000.0,,,83809000000.0,
ETIT,S1,2020,459216000000.0,,,76772000000.0,
ETIT,S1,2019,450397000000.0,,,95660000000.0,
ETIT,S1,2018,511649000000.0,,,94672000000.0,
ETIT,S1,2017,532357000000.0,,,72076000000.0,
ETIT,S1,2016,601726000000.0,,,89706000000.0,
ETIT,T1,2024,299667000000.0,16094656000000.0,138461000000.0,63453000000.0,
ETIT,T1,2023,295314000000.0,17320775000000.0,,53542000000.0,
ETIT,T1,2022,254855000000.0,15998306000000.0,,53801000000.0,
ETIT,T1,2021,222720000000.0,14319947000000.0,,46185000000.0,
ETIT,T1,2020,233826000000.0,13900676000000.0,,40187000000.0,
ETIT,T1,2019,224240000000.0,12699131000000.0,,48835000000.0,
ETIT,T1,2018,247347000000.0,11929126000000.0,,48481000000.0,
ETIT,T1,2017,261110000000.0,12542080000000.0,,37429000000.0,
ETIT,T3,2024,898105000000.0,,,205860000000.0,
ETIT,T3,2023,919328000000.0,,,190097000000.0,
ETIT,T3,2022,836518000000.0,,,172184000000.0,
ETIT,T3,2021,693709000000.0,,,140454000000.0,
ETIT,T3,2020,708863000000.0,,,15809000000.0,
ETIT,T3,2019,682441000000.0,13597389000000.0,,127310000000.0,
ETIT,T3,2018,769074000000.0,12394563000000.0,,139093000000.0,
ETIT,T3,2017,744732000000.0,,124942000000.0,104325000000.0,
ETIT,T3,2016,841892000000.0,,165552000000.0,126315000000.0,
FTSC,An,2024,30694517000.0,61061747000.0,-882181000.0,18595275000.0,
FTSC,An,2023,38214972000.0,50701178000.0,1601400000.0,3075972000.0,
FTSC,An,2022,45464126000.0,54851509000.0,-203064000.0,153483000.0,
FTSC,An,2021,41473743000.0,53741474000.0,-1048574000.0,-1276336000.0,
FTSC,An,2020,39020184000.0,53788997000.0,30688000.0,3551668000.0,
FTSC,An,2019,40436698000.0,51051574000.0,2192357000.0,1855141000.0,
FTSC,An,2018,43898979000.0,56064645000.0,2260417000.0,1682581000.0,
FTSC,An,2017,46320367000.0,58000496000.0,2982073000.0,2492106000.0,
FTSC,An,2016,40188913000.0,54488990000.0,2157441000.0,2455733000.0,
FTSC,An,2015,46758815000.0,57476312000.0,3314092000.0,3929175000.0,
FTSC,S1,2024,12099000000.0,,-1300000000.0,3133000000.0,
FTSC,S1,2023,19630000000.0,,306000000.0,2612000000.0,
FTSC,S1,2022,19485000000.0,,-743000000.0,201000000.0,
FTSC,S1,2021,18227000000.0,,-79000000.0,-136000000.0,
FTSC,S1,2020,17077000000.0,,-677000000.0,744000000.0,
FTSC,S1,2019,17735000000.0,,20000000.0,254000000.0,
FTSC,S1,2018,19656000000.0,,107000000.0,-59000000.0,
FTSC,S1,2017,20974000000.0,,592000000.0,1009000000.0,
FTSC,S1,2016,18433000000.0,,-124000000.0,,
FTSC,T1,2024,5372000000.0,,204000000.0,,
FTSC,T1,2023,10854000000.0,,308000000.0,,
FTSC,T1,2022,10935000000.0,,-103000000.0,,
FTSC,T1,2021,9921000000.0,,322000000.0,,
FTSC,T1,2020,9531000000.0,,475000000.0,,
FTSC,T1,2019,10540000000.0,,232000000.0,,
FTSC,T1,2018,11736000000.0,,372000000.0,,
FTSC,T1,2017,11806000000.0,,610000000.0,,
FTSC,T1,2016,10517000000.0,,,,
FTSC,T3,2024,18486000000.0,,-1104000000.0,,
FTSC,T3,2023,27095000000.0,,1062000000.0,,
FTSC,T3,2022,26393000000.0,,-583000000.0,,
FTSC,T3,2021,25280000000.0,,-53000000.0,,
FTSC,T3,2020,24041000000.0,,-179000000.0,,
FTSC,T3,2019,24111000000.0,,158000000.0,,
FTSC,T3,2018,26422000000.0,,,,
FTSC,T3,2017,27893000000.0,,,1132000000.0,
FTSC,T3,2016,25303000000.0,,,1132000000.0,
LNBB,An,2024,102544000000.0,29053000000.0,4458000000.0,7176000000.0,
LNBB,An,2023,93915000000.0,40646000000.0,5122000000.0,3914000000.0,
LNBB,An,2022,74290000000.0,36444000000.0,8836000000.0,6748000000.0,
LNBB,An,2021,79933000000.0,31453000000.0,10186000000.0,5072000000.0,
LNBB,T1,2024,25769000000.0,,2112000000.0,1501000000.0,
NEIC,An,2024,6744255774.0,6675647428.0,603453112.0,-759371358.0,
NEIC,An,2023,8525436230.0,9058172062.0,1850072232.0,1167140182.0,
NEIC,An,2022,8988063184.0,7358890518.0,1794653147.0,1212304460.0,
NEIC,An,2021,8874246101.0,9690766917.0,1787649834.0,980247893.0,
NEIC,An,2020,7301216273.0,9110103553.0,1365392841.0,800792587.0,
NEIC,An,2019,6438263501.0,7608319991.0,1155381970.0,587989815.0,
NEIC,An,2018,8106737783.0,7468789431.0,998042475.0,774874633.0,
NEIC,An,2017,6008474693.0,5827748949.0,547722429.0,505507847.0,
NEIC,An,2016,3350791142.0,4869324580.0,-1412161570.0,-124705870.0,
NEIC,An,2015,,8959577337.0,-791234999.0,-346599298.0,
NEIC,S1,2024,1697302514.0,,-49491090.0,-20528921.0,
NEIC,S1,2023,2511375791.0,,467003574.0,162296349.0,
NEIC,S1,2022,2852452553.0,,872579191.0,494390382.0,
NEIC,S1,2021,1656997326.0,,207303564.0,-187979771.0,
NEIC,S1,2020,1208808634.0,,-119435933.0,-401453673.0,
NEIC,S1,2019,965349096.0,,-163713878.0,-572334450.0,
NEIC,S1,2018,626791101.0,,-308392485.0,-313091602.0,
NEIC,S1,2017,2174717915.0,,-73702079.0,-88919822.0,
NEIC,S1,2016,92068191.0,,-1178283743.0,-1234274377.0,
NEIC,T1,2024,105827562.0,,-181125157.0,-94719306.0,
NEIC,T1,2023,92677733.0,,-305775191.0,-270229489.0,
NEIC,T1,2022,126648922.0,,-197217782.0,-154272675.0,
NEIC,T1,2021,190162140.0,,-173172815.0,-154988582.0,
NEIC,T1,2020,241884684.0,,-222315723.0,-200006943.0,
NEIC,T1,2019,105782704.0,,-222221349.0,-214826420.0,
NEIC,T1,2018,110338890.0,,-266786277.0,-267881358.0,
NEIC,T1,2017,138185695.0,,-200490978.0,-199248426.0,
NEIC,T3,2024,5223554804.0,,807297725.0,711091001.0,
NEIC,T3,2023,7260894436.0,,1726073297.0,1109162313.0,
NEIC,T3,2022,7410767022.0,,1851463093.0,1268594062.0,
NEIC,T3,2021,7166686145.0,,1958391860.0,1200934099.0,
NEIC,T3,2020,4697251431.0,,766067874.0,391598165.0,
NEIC,T3,2019,4727595063.0,,1032584627.0,490153030.0,
NEIC,T3,2018,6493100599.0,,1131640018.0,843310100.0,
NEIC,T3,2017,4841940627.0,,505931786.0,462619900.0,
NEIC,T3,2016,2457878759.0,,-788593707.0,-872905282.0,
NSBC,An,2024,97819000000.0,2514388000000.0,39400000000.0,38112000000.0,
NSBC,An,2023,91002000000.0,2037064000000.0,37922000000.0,34813000000.0,
NSBC,An,2022,80105000000.0,1885056000000.0,29506000000.0,32382000000.0,
NSBC,An,2021,76622000000.0,1644547000000.0,29199000000.0,23713000000.0,
NSBC,An,2020,71364000000.0,1549535000000.0,23888000000.0,7201000000.0,
NSBC,An,2019,63150000000.0,1193793000000.0,19986000000.0,13617000000.0,
NSBC,An,2018,67762000000.0,1084734000000.0,25368000000.0,12196000000.0,
NSBC,An,2017,62672000000.0,1013259000000.0,22840000000.0,10015000000.0,
NSBC,An,2016,58691000000.0,843226000000.0,23891000000.0,17120000000.0,
NSBC,An,2015,48143000000.0,750062000000.0,16763000000.0,14296000000.0,
NSBC,S1,2024,45700000000.0,2159000000000.0,18300000000.0,14528000000.0,
NSBC,S1,2023,41400000000.0,1957400000000.0,16400000000.0,11400000000.0,
NSBC,S1,2022,36100000000.0,1711000000000.0,13220000000.0,9622000000.0,
NSBC,S1,2021,35901000000.0,1506014000000.0,12829000000.0,10028000000.0,
NSBC,S1,2020,30353000000.0,1230473000000.0,9094000000.0,2826000000.0,
NSBC,S1,2019,32354000000.0,1148696000000.0,10233000000.0,5907000000.0,
NSBC,S1,2018,35423000000.0,1029107000000.0,15551000000.0,4557000000.0,
NSBC,S1,2017,32979000000.0,986844000000.0,14344000000.0,10710000000.0,
NSBC,T1,2024,21849000000.0,2078021000000.0,,7103000000.0,
NSBC,T1,2023,21383000000.0,2037064000000.0,,6559000000.0,
NSBC,T1,2022,16991000000.0,,,3680000000.0,
NSBC,T1,2021,17028000000.0,,,3325000000.0,
NSBC,T1,2020,15796000000.0,,,2510000000.0,
NSBC,T1,2019,15877000000.0,,,2817000000.0,
NSBC,T1,2018,17380000000.0,,,2057000000.0,
NSBC,T1,2017,16189000000.0,,,4231000000.0,
NSBC,T3,2024,72573000000.0,2229850000000.0,,23687000000.0,
NSBC,T3,2023,63416000000.0,1932909000000.0,,18346000000.0,
NSBC,T3,2022,56843000000.0,,,15100000000.0,
NSBC,T3,2021,54074000000.0,1524253000000.0,,14722000000.0,
NSBC,T3,2020,45866000000.0,1333358000000.0,,4855000000.0,
NSBC,T3,2019,46948000000.0,,,7569000000.0,
NSBC,T3,2018,52196000000.0,,,8944000000.0,
NSBC,T3,2017,49217000000.0,,,14652000000.0,
NSBC,T3,2016,42693000000.0,,,12326000000.0,
NTLC,An,2024,220113267165.0,177852053839.0,35276845649.0,18149967087.0,
NTLC,An,2023,203618293047.0,170340779234.0,30164175277.0,16556698463.0,
NTLC,An,2022,206734071633.0,173973911073.0,29119596834.0,16627044028.0,
NTLC,An,2021,195188462419.0,145821269898.0,32776948100.0,21268135622.0,
NTLC,An,2020,173224766894.0,117982059661.0,27076473678.0,20899537493.0,
NTLC,An,2019,156324352426.0,114901007090.0,2398689273.0,-3517664369.0,
NTLC,An,2018,142870789407.0,121739821271.0,6812464871.0,819348971.0,
NTLC,An,2017,148479566904.0,145636661660.0,951839489.0,-4307648559.0,
NTLC,An,2016,128911736851.0,150708401078.0,4110322172.0,1081956120.0,
NTLC,An,2015,136317772041.0,129950874446.0,8796692227.0,3135116948.0,
NTLC,S1,2024,116439970331.0,,20910524440.0,12361204203.0,
NTLC,S1,2023,99406906812.0,,15252309779.0,8116566626.0,
NTLC,S1,2022,116525051876.0,,18898241813.0,10222542156.0,
NTLC,S1,2021,98793224581.0,,16444086544.0,11156605711.0,
NTLC,S1,2020,87446168421.0,,10118347367.0,10770324557.0,
NTLC,S1,2019,79258936138.0,,3379474485.0,181352699.0,
NTLC,S1,2018,78013392874.0,,6668416761.0,1509163232.0,
NTLC,S1,2017,69595767055.0,,4250703473.0,2398135141.0,
NTLC,S1,2016,64484175827.0,,4416058130.0,2149709771.0,
NTLC,T1,2024,60748134183.0,,,4616715612.0,
NTLC,T1,2023,52735533488.0,,,3357252561.0,
NTLC,T1,2022,57827644484.0,,,2220529563.0,
NTLC,T1,2021,48059969549.0,,,4026687777.0,
NTLC,T1,2020,41432401633.0,,,405568131.0,
NTLC,T1,2019,37223803391.0,,,255763000.0,
NTLC,T1,2016,33835272000.0,,,1808754000.0,
NTLC,T3,2024,171080887336.0,,,15160838111.0,
NTLC,T3,2023,148651723617.0,,,11199464454.0,
NTLC,T3,2022,174596831597.0,,,13188387513.0,
NTLC,T3,2021,148320398622.0,,,18346606460.0,
NTLC,T3,2020,133036690982.0,,,14610499779.0,
NTLC,T3,2019,116927988932.0,,,4590328770.0,
ONTBF,An,2024,141841255000.0,301493039000.0,33565160000.0,21471149000.0,
ONTBF,An,2023,139153817000.0,288000217000.0,33311787000.0,21129277000.0,
ONTBF,An,2022,145625177000.0,269895441000.0,35677978000.0,22372337000.0,
ONTBF,An,2021,154881403000.0,241725098000.0,48604853000.0,32374022000.0,
ONTBF,An,2020,157358290000.0,247794252000.0,48520695000.0,31051548000.0,
ONTBF,An,2019,154061444000.0,261563615000.0,45759267000.0,30085908000.0,
ONTBF,An,2018,159027389000.0,200272517000.0,45955025000.0,31814300000.0,
ONTBF,An,2017,162722955000.0,191724262000.0,43558482000.0,28284547000.0,
ONTBF,An,2016,157472108000.0,193948332000.0,40729790000.0,24043621000.0,
ONTBF,An,2015,144774489000.0,198176830000.0,38432698000.0,25277775000.0,
ONTBF,S1,2024,70996000000.0,,16034000000.0,9330000000.0,
ONTBF,S1,2023,69834000000.0,,17174000000.0,11163000000.0,
ONTBF,S1,2022,75058000000.0,,19328000000.0,12526000000.0,
ONTBF,S1,2021,78912000000.0,,25605000000.0,17476000000.0,
ONTBF,S1,2020,79995000000.0,,23480000000.0,14586000000.0,
ONTBF,S1,2019,78361000000.0,,21495000000.0,13884000000.0,
ONTBF,S1,2018,83411000000.0,,26962000000.0,19191000000.0,
ONTBF,S1,2017,82109000000.0,,21503000000.0,15221000000.0,
ONTBF,S1,2016,81709000000.0,,23062000000.0,14164000000.0,
ONTBF,T1,2024,34693000000.0,,,5279000000.0,
ONTBF,T1,2023,34268000000.0,,,4827000000.0,
ONTBF,T1,2022,37905000000.0,,,6811000000.0,
ONTBF,T1,2021,39755000000.0,,,7967000000.0,
ONTBF,T1,2020,40756000000.0,,,7624000000.0,
ONTBF,T1,2019,39218000000.0,,,7991000000.0,
ONTBF,T1,2018,41540000000.0,,,9827000000.0,
ONTBF,T1,2017,41463000000.0,,,10310000000.0,
ONTBF,T1,2016,42181000000.0,,,6500000000.0,
ONTBF,T3,2024,106269000000.0,,,13296000000.0,
ONTBF,T3,2023,104379000000.0,,,16183000000.0,
ONTBF,T3,2022,110280000000.0,,,16852000000.0,
ONTBF,T3,2021,116824000000.0,,,24740000000.0,
ONTBF,T3,2020,117275000000.0,,,20471000000.0,
ONTBF,T3,2019,116128000000.0,,,21320000000.0,
ONTBF,T3,2018,121703000000.0,,,27915000000.0,
ONTBF,T3,2017,120653000000.0,,,23072000000.0,
ONTBF,T3,2016,120937000000.0,,,17655000000.0,
ORAC,An,2024,1084100000000.0,2309100000000.0,263200000000.0,158200000000.0,
ORAC,An,2023,1016532000000.0,2074719000000.0,257960000000.0,154890000000.0,
ORAC,An,2022,965025000000.0,2017757000000.0,260834000000.0,153485000000.0,
ORAC,An,2021,965042000000.0,1755021000000.0,245539000000.0,155835000000.0,
ORAC,An,2020,871393000000.0,1617427000000.0,205979000000.0,122208000000.0,
ORAC,An,2019,784054000000.0,1531750000000.0,168453000000.0,106842000000.0,
ORAC,S1,2024,527200000000.0,,132000000000.0,75900000000.0,
ORAC,S1,2023,498700000000.0,,100300000000.0,55900000000.0,
ORAC,S1,2022,480100000000.0,,131800000000.0,83700000000.0,
ORAC,S1,2021,466000000000.0,,105000000000.0,68000000000.0,
ORAC,T1,2024,261100000000.0,,,37900000000.0,
ORAC,T1,2023,246200000000.0,,,33000000000.0,
ORAC,T1,2022,237000000000.0,,,28000000000.0,
ORAC,T3,2024,796900000000.0,,,118600000000.0,
ORAC,T3,2023,753200000000.0,,,86000000000.0,
ORAC,T3,2022,714800000000.0,,,106600000000.0,
ORGT,An,2024,,3961395000000.0,-44764000000.0,-44363000000.0,
ORGT,An,2023,,4236478000000.0,-32255000000.0,-18186000000.0,
ORGT,An,2022,,4732757000000.0,24928000000.0,19199000000.0,
ORGT,An,2021,,4058135000000.0,27131000000.0,19798000000.0,
ORGT,An,2020,,3268244000000.0,15276000000.0,9440000000.0,
ORGT,An,2019,,2634338000000.0,23790000000.0,18327000000.0,
ORGT,An,2018,,2159904000000.0,17265000000.0,12491000000.0,
ORGT,An,2017,,1794196000000.0,27391000000.0,21972000000.0,
ORGT,An,2016,,1637498000000.0,27834000000.0,15150000000.0,
ORGT,An,2015,,1492922000000.0,12990000000.0,7972000000.0,
ORGT,S1,2024,,,,-13855000000.0,
ORGT,S1,2023,,,,-33479000000.0,
ORGT,S1,2022,,,,14470000000.0,
ORGT,S1,2021,,,,9597000000.0,
ORGT,S1,2020,,,,1409000000.0,
ORGT,S1,2019,,,,2782000000.0,
ORGT,S1,2018,,,,7003000000.0,
ORGT,T1,2024,,,,-3012000000.0,
ORGT,T1,2023,,,,-3965000000.0,
ORGT,T1,2022,,,,5888000000.0,
ORGT,T1,2021,,,,2664000000.0,
ORGT,T1,2020,,,,643000000.0,
ORGT,T1,2019,,,,4036000000.0,
ORGT,T3,2024,,,,-13247000000.0,
ORGT,T3,2023,,,,-27379000000.0,
ORGT,T3,2022,,,,14761000000.0,
ORGT,T3,2021,,,,14646000000.0,
ORGT,T3,2020,,,,5093000000.0,
ORGT,T3,2019,,,,9094000000.0,
ORGT,T3,2018,,,,2615000000.0,
PALC,An,2024,172182502000.0,202603319000.0,19393765000.0,15861643000.0,
PALC,An,2023,206244391000.0,205938435000.0,28502239000.0,19351846000.0,
PALC,An,2022,232712921927.0,211882054214.0,56649930999.0,41693172115.0,
PALC,An,2021,195659428255.0,167045712552.0,56689991420.0,42473119895.0,
PALC,An,2020,119759702243.0,138598826714.0,5512352378.0,3521647345.0,
PALC,An,2019,104587934779.0,126600342382.0,-3978947043.0,-5562420807.0,
PALC,An,2018,100793109046.0,117298825226.0,-11605542144.0,-12612926295.0,
PALC,An,2017,134796451918.0,127545989450.0,12469842966.0,8707734117.0,
PALC,An,2016,115125992327.0,131814168746.0,7411484822.0,4132788998.0,
PALC,An,2015,116473209881.0,148027616008.0,2487649483.0,-482713689.0,
PALC,S1,2024,107450669000.0,,23030810000.0,16692591000.0,
PALC,S1,2023,134797910000.0,,31447833000.0,23030820000.0,
PALC,S1,2022,149201866000.0,,55727625000.0,41393818000.0,
PALC,S1,2021,110064498000.0,,40643565000.0,31372570000.0,
PALC,S1,2020,75980472000.0,,11561571000.0,10610475000.0,
PALC,S1,2019,66497628000.0,,9760195000.0,9077333000.0,
PALC,S1,2017,91331383000.0,,22509399000.0,16281751000.0,
PALC,S1,2016,71472232000.0,,11172384000.0,8382763000.0,
PALC,S2,2019,104587935000.0,,-3978947000.0,-5562421000.0,
PALC,S2,2018,100793109000.0,,-11605542000.0,-12612926000.0,
PALC,S2,2017,134796452000.0,,12460936000.0,8707734000.0,
PALC,S2,2016,115125992000.0,,7411485000.0,4132789000.0,
PALC,T1,2024,51001068000.0,,,6986441000.0,
PALC,T1,2023,64339996000.0,,,9416352000.0,
PALC,T1,2022,71426626000.0,,,18565357000.0,
PALC,T1,2021,49929701000.0,,,12134025000.0,
PALC,T1,2020,40949025000.0,,,6848746000.0,
PALC,T1,2019,31270898000.0,,,2809453000.0,
PALC,T1,2018,34502808000.0,,,1123565000.0,
PALC,T1,2016,30431013000.0,,3447063000.0,2116909000.0,
PALC,T3,2024,143468442000.0,,,16156388000.0,
PALC,T3,2023,172795053000.0,,,22252800000.0,
PALC,T3,2022,189320122000.0,,,41419739000.0,
PALC,T3,2021,152647849000.0,,,36390491000.0,
PALC,T3,2020,95687852000.0,,,7136283000.0,
PALC,T3,2019,85860778000.0,,,4431555000.0,
PALC,T3,2018,82535501000.0,,,-3166607000.0,
PALC,T3,2017,115082390000.0,,20905798000.0,14932806000.0,
PALC,T3,2016,97128459000.0,,10781490000.0,7556664000.0,
PRSC,An,2024,74676306000.0,45185940000.0,1775583000.0,2346712000.0,
PRSC,An,2023,77878846000.0,51245507000.0,3253377000.0,2084428000.0,
PRSC,An,2022,70092375000.0,52168892000.0,5248854000.0,3644247000.0,
PRSC,An,2021,65019456000.0,36448051000.0,4888777000.0,3067383000.0,
PRSC,An,2020,51108000000.0,31274000000.0,2930000000.0,1863000000.0,
PRSC,An,2019,54776000000.0,35607000000.0,2807000000.0,1807000000.0,
PRSC,An,2018,51556000000.0,36767591000.0,3038000000.0,2012751000.0,
PRSC,An,2017,51186628000.0,35717569000.0,1561676000.0,682661000.0,
PRSC,An,2016,55652275000.0,33564901000.0,3081699000.0,2016938000.0,
PRSC,An,2015,55789241000.0,31767185000.0,4209188000.0,2781913000.0,
PRSC,S1,2024,34723000000.0,,252000000.0,51000000.0,
PRSC,S1,2023,37254000000.0,,1544000000.0,1046000000.0,
PRSC,S1,2022,36300000000.0,,3315000000.0,2347000000.0,
